fault_id,case_id,family,arm,mutation_class,threat_axis,semantic_intent,proposal_sha256,canonical_proposal_sha256,proposal_changed,parser_accepted,native_materializer_accepted,native_representation_callback_calls,candidate_differs_oracle,representation_fail_open,common_validator_calls,common_validator_accepted,full_pipeline_rejected,end_to_end_fail_open,first_rejection_layer,exception_class,exception_message,caller_state_unchanged,uncaught_crash,pass
O03,activate_override,override,cope_exact,omission,omission,omit the entire override activation operation,6cab6547125bb8008b50d6132e2f8395c483c2050bfe1ee421b36763ab9f6848,4403d7a989c5c0a91586b2ffcae293759394a265ab05e1471564ba7f7714e5b1,True,True,False,0,,False,0,False,True,False,native_representation_guard,NativeOutputError,typed patch is not the authorized minimum transition,True,False,True
O03,activate_override,override,cope_generic,omission,omission,omit the entire override activation operation,6cab6547125bb8008b50d6132e2f8395c483c2050bfe1ee421b36763ab9f6848,4403d7a989c5c0a91586b2ffcae293759394a265ab05e1471564ba7f7714e5b1,True,True,True,0,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
O03,activate_override,override,compact_tx,omission,omission,omit the entire override activation operation,135b8269ff76881fe9e88b8ff73e5bd640e18467c891e9f6b3cfe3f84dc4854f,743d7541b209fef338aaa155c3405b6af98b60b6bb298c61366a3110cef5af0e,True,True,True,1,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
O03,activate_override,override,fsr_pc,omission,omission,omit the entire override activation operation,420b6333e82753831b0a7be1f9a77f50ee2ba768b0254dbfcbf03ccdf5bdc859,941fabeb7ea52631942e5f6f4e1233fadf200fbbb8ce48a56fba57eda30510a1,True,True,True,0,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
O04,release_override,release,cope_exact,omission,omission,omit the entire override release operation,bfe7af417987132855048792c8f09e8cb8265c7d07d803cbc2337cc5f45531c7,da2ac34515478dbc0a36d6c38e78a9dae3f912382547eb73c0e6c0b68eb872c6,True,True,False,0,,False,0,False,True,False,native_representation_guard,NativeOutputError,typed patch is not the authorized minimum transition,True,False,True
O04,release_override,release,cope_generic,omission,omission,omit the entire override release operation,bfe7af417987132855048792c8f09e8cb8265c7d07d803cbc2337cc5f45531c7,da2ac34515478dbc0a36d6c38e78a9dae3f912382547eb73c0e6c0b68eb872c6,True,True,True,0,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
O04,release_override,release,compact_tx,omission,omission,omit the entire override release operation,70278c365f6f15fe643b57524cb3f445756bda6a672556561793ec9fb238083b,085a7cd4f1debb8364381c8e14973f455ba6e4dde03735306fa9137181dc8b92,True,True,True,1,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
O04,release_override,release,fsr_pc,omission,omission,omit the entire override release operation,c044b08c1bb8404c192da170ab4be452799297384d0c7a40df6f066c14262a62,c01c682f2a1e3efa67449f6a8a673aa9ee820107b7f7cfd8520fb1fcd1057c3a,True,True,True,0,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
O05,continuity_invalid,continuity,cope_exact,omission,omission,omit the entire conflicting event transition,cd5be0aecf90c6a82cf7772ec9bf277eccc5031d4e87c643f4e5e7adbb938460,c3150304086ad5d1bcc87931e9b5c89fa8ffaaa9678177ccdadd9610431db5af,True,True,False,0,,False,0,False,True,False,native_representation_guard,NativeOutputError,typed patch is not the authorized minimum transition,True,False,True
O05,continuity_invalid,continuity,cope_generic,omission,omission,omit the entire conflicting event transition,cd5be0aecf90c6a82cf7772ec9bf277eccc5031d4e87c643f4e5e7adbb938460,c3150304086ad5d1bcc87931e9b5c89fa8ffaaa9678177ccdadd9610431db5af,True,True,True,0,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
O05,continuity_invalid,continuity,compact_tx,omission,omission,omit the entire conflicting event transition,24ef6ff152978864517a91c14ba396809012fba9aa4fd3497a9fbc2e09200fae,e0c66d889ce8aa3557ecdf05fe93a8120e1cde9c4731ac0b955864422e5b4cbd,True,True,True,1,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
O05,continuity_invalid,continuity,fsr_pc,omission,omission,omit the entire conflicting event transition,f970ef057d61360c9ba57fc909b11a25e34be668ed84d7b62e3c2dbded6eb8ba,4fd057cd11539191dee93443c12f208bdc69166e334ce37148a24afc1e14eff1,True,True,True,0,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
O06,continuity_valid,continuity,cope_exact,omission,omission,omit acknowledgement while an action remains validly executing,31cb8675ff6f0a08366964d0eb28c659880f9e78120a3020014d939377c02e28,eb534a78ad451d2d7871c13f60d9d74a3e7aad112d26459ed3bca8c234210fff,True,True,False,0,,False,0,False,True,False,native_representation_guard,NativeOutputError,typed patch is not the authorized minimum transition,True,False,True
O06,continuity_valid,continuity,cope_generic,omission,omission,omit acknowledgement while an action remains validly executing,31cb8675ff6f0a08366964d0eb28c659880f9e78120a3020014d939377c02e28,eb534a78ad451d2d7871c13f60d9d74a3e7aad112d26459ed3bca8c234210fff,True,True,True,0,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
O06,continuity_valid,continuity,compact_tx,omission,omission,omit acknowledgement while an action remains validly executing,08a5cefc6ea85310c9ac42a68401527d4021a7b0383178b0f42bf9302b1535e2,28e779ffa1c0fadd81bfeb69bcaf61c8ecabbb15fdfbd3efde03e8f10d58771d,True,True,True,1,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
O06,continuity_valid,continuity,fsr_pc,omission,omission,omit acknowledgement while an action remains validly executing,f970ef057d61360c9ba57fc909b11a25e34be668ed84d7b62e3c2dbded6eb8ba,bdb46b21046957666d098d6929236b51def9c6d5ba9968a5336f5e87bc25a944,True,True,True,0,True,True,1,False,True,False,common_validator,NativeOutputError,candidate post-state is not event-bound canonical state,True,False,True
