case_id,family,state_size,arm,call_order_position,provider_status,provider_error,parser_valid,semantic_correct,input_hash,common_input_bytes_sha256,normalized_request_sha256,fairness_pass,response_sha256,prompt_tokens,completion_tokens,proposal_bytes,latency_seconds,retry_count,parse_or_validation_error,model,reasoning_effort,temperature,seed,max_completion_tokens,timeout_seconds,retry_budget,repair_budget,fallback_used,oracle_substitution,transaction_metadata_model_generated
SCE-S04-28,scale_04_subgoal_insert_full_bundle,4,cope_semantic,2,ok,,True,True,1623a27ee2d21b6ad3d70a531c8f520757602ab9fb432b29b1a3e26951fbf5a0,a42039cc10e48716582ae1793fe19bd02e529586985f6cab77f063754894e067,c8065852087124bf90883ddb6249aceeeb884ab1878104499e44e4a17c90c9a9,True,70fe3c0152c0a321e5a9c10f3373418ccf46fba3c839ef4dbd568ee4c6f99bfe,1248,328,590,2.314359,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-28,scale_04_subgoal_insert_full_bundle,4,neutral_typed,3,ok,,True,True,1623a27ee2d21b6ad3d70a531c8f520757602ab9fb432b29b1a3e26951fbf5a0,a42039cc10e48716582ae1793fe19bd02e529586985f6cab77f063754894e067,c8065852087124bf90883ddb6249aceeeb884ab1878104499e44e4a17c90c9a9,True,6687c342fbc4324e25bcb2fb1c8c33a4b565ea89f68190af23d3cb8e3f3df92a,1333,329,545,2.092241,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-28,scale_04_subgoal_insert_full_bundle,4,compact_semantic,4,ok,,True,True,1623a27ee2d21b6ad3d70a531c8f520757602ab9fb432b29b1a3e26951fbf5a0,a42039cc10e48716582ae1793fe19bd02e529586985f6cab77f063754894e067,c8065852087124bf90883ddb6249aceeeb884ab1878104499e44e4a17c90c9a9,True,e30ca1551e47dc951d79ee13d3cadef11a9be6a4c68bb5d62f52cea7da6e5193,1064,352,613,2.237938,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-29,scale_04_deadline_expire_pending,4,cope_semantic,1,ok,,True,True,685991240ef6bebb51073184215df5670c3feeed2ce492b23eff5b0c02c7f41f,fd3589ae7ac348fbaf962361e820b3e47f8855990dbc86330ee5e52d59a1957b,b2f305199190ed19cc93194faa9876a47a9942194a62629ed2dcefed680b5f13,True,5558624c82a7757fe4064c47d315eadd98982301e3478e6d7fd08858f9fcf55e,1130,153,301,1.294891,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-29,scale_04_deadline_expire_pending,4,neutral_typed,2,ok,,True,True,685991240ef6bebb51073184215df5670c3feeed2ce492b23eff5b0c02c7f41f,fd3589ae7ac348fbaf962361e820b3e47f8855990dbc86330ee5e52d59a1957b,b2f305199190ed19cc93194faa9876a47a9942194a62629ed2dcefed680b5f13,True,dd23cc6a04e34847236946b56922d799d75621911408772ef4b00d806095b7e4,1215,152,276,1.163136,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-29,scale_04_deadline_expire_pending,4,compact_semantic,3,ok,,True,True,685991240ef6bebb51073184215df5670c3feeed2ce492b23eff5b0c02c7f41f,fd3589ae7ac348fbaf962361e820b3e47f8855990dbc86330ee5e52d59a1957b,b2f305199190ed19cc93194faa9876a47a9942194a62629ed2dcefed680b5f13,True,b4dc2a3afe809683cf02fb54d98f804e542f8f0aa5f4784f86776eb03b07c697,946,142,293,1.195934,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-29,scale_04_deadline_expire_pending,4,fsr_semantic,4,ok,,True,True,685991240ef6bebb51073184215df5670c3feeed2ce492b23eff5b0c02c7f41f,fd3589ae7ac348fbaf962361e820b3e47f8855990dbc86330ee5e52d59a1957b,b2f305199190ed19cc93194faa9876a47a9942194a62629ed2dcefed680b5f13,True,8d16ab375bb31fa26832dac702b3e813985bd5859e9569233b1722d2d1aa08bc,1524,686,1189,3.747000,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-30,scale_04_deadline_grace_extension,4,neutral_typed,1,ok,,True,True,19ebbc081a730d9c43bf961370e15f7f2d2e510acdb87a1aafa3a89ff9c00c1f,9f94952baa4bbe84640c19c48c87a0ae53f0ceffb1e263a8a6cbd0350990aae1,437711ea252d5f9c44238c4c3eef7e21de39677b0092d9fe52fdac5f4a6a51c2,True,72ad2d232aa9a46198a7f5533d8547d7101d116a6959e323d63321f4d670c289,1207,152,274,1.162813,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-30,scale_04_deadline_grace_extension,4,compact_semantic,2,ok,,True,False,19ebbc081a730d9c43bf961370e15f7f2d2e510acdb87a1aafa3a89ff9c00c1f,9f94952baa4bbe84640c19c48c87a0ae53f0ceffb1e263a8a6cbd0350990aae1,437711ea252d5f9c44238c4c3eef7e21de39677b0092d9fe52fdac5f4a6a51c2,True,0c0b5b9c560e1bdedc506d23c5cb58150e9593f1a2da21b2706229b0ea24fbae,938,146,290,1.437656,0,SharedEnvelopeError:replace targets absent field,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-30,scale_04_deadline_grace_extension,4,fsr_semantic,3,ok,,True,False,19ebbc081a730d9c43bf961370e15f7f2d2e510acdb87a1aafa3a89ff9c00c1f,9f94952baa4bbe84640c19c48c87a0ae53f0ceffb1e263a8a6cbd0350990aae1,437711ea252d5f9c44238c4c3eef7e21de39677b0092d9fe52fdac5f4a6a51c2,True,27aa5b36f9011533fc9ed6bd7319ea0cf4ba8c00fc729c63ad5feccfd73baf70,1516,757,1295,4.033240,0,SharedEnvelopeError:semantic state differs from oracle,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-30,scale_04_deadline_grace_extension,4,cope_semantic,4,ok,,True,True,19ebbc081a730d9c43bf961370e15f7f2d2e510acdb87a1aafa3a89ff9c00c1f,9f94952baa4bbe84640c19c48c87a0ae53f0ceffb1e263a8a6cbd0350990aae1,437711ea252d5f9c44238c4c3eef7e21de39677b0092d9fe52fdac5f4a6a51c2,True,fe82c3e0707a2c5aa483bee1eb6023e6e569a84b5e5c041670590b9ada76efb1,1122,154,302,1.203670,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-31,scale_04_concurrent_commutative_fact,4,compact_semantic,1,ok,,True,False,afd2d09727e905d3edb360294bb3e306698caa9dd97bff1dc5d133e77ce8681a,c0cae38011255f4716260b2fef602ac350c3bee74ac01e5ebe8c5fa382ae85da,081f420b1876f04946b092b604081b74cea95244e20b520c353685dfd30dcdb1,True,ddf7e912586895b25dd8176fedebdd4ce323945f3be46bbbae89a3da4bda076e,924,108,227,1.312498,0,SharedEnvelopeError:replace targets absent fact,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-31,scale_04_concurrent_commutative_fact,4,fsr_semantic,2,ok,,True,False,afd2d09727e905d3edb360294bb3e306698caa9dd97bff1dc5d133e77ce8681a,c0cae38011255f4716260b2fef602ac350c3bee74ac01e5ebe8c5fa382ae85da,081f420b1876f04946b092b604081b74cea95244e20b520c353685dfd30dcdb1,True,5f50d9898ff71f6aa9f086fe1a3a5d7bd7080249e9249e98a77739f8fc871469,1502,1096,2023,5.235201,0,SharedEnvelopeError:semantic state differs from oracle,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-31,scale_04_concurrent_commutative_fact,4,cope_semantic,3,ok,,True,True,afd2d09727e905d3edb360294bb3e306698caa9dd97bff1dc5d133e77ce8681a,c0cae38011255f4716260b2fef602ac350c3bee74ac01e5ebe8c5fa382ae85da,081f420b1876f04946b092b604081b74cea95244e20b520c353685dfd30dcdb1,True,6f0d58938f631d11efc17e87d8ba59f1785f271e75b2ccf263be2e5285523aa7,1108,107,220,1.060906,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-31,scale_04_concurrent_commutative_fact,4,neutral_typed,4,ok,,True,True,afd2d09727e905d3edb360294bb3e306698caa9dd97bff1dc5d133e77ce8681a,c0cae38011255f4716260b2fef602ac350c3bee74ac01e5ebe8c5fa382ae85da,081f420b1876f04946b092b604081b74cea95244e20b520c353685dfd30dcdb1,True,e8099470d308b719380a363277dc471cfcd2e9ee5f0ad23742ac8733ed4b3931,1193,108,219,1.043226,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-32,scale_04_concurrent_conflict_hold,4,fsr_semantic,1,ok,,True,False,c3272eaae962f2acd9bf07e3eaf2d4438c4c3dfd83563ec79cdf0e4e725f1117,eae6e39069294c2dd6e35662af03ff95a89b1bf32c4a8556780ec9b349acfd4e,8cc9f828d6c2613f91ef0af061de9abe8cd41cfab66045eb03ab8217e3065d9e,True,7e97734b57aa401f988d539758b49b6bb3e07d60a79766311c9d2a01ae96e3d9,1545,1095,2013,5.996726,0,SharedEnvelopeError:semantic state differs from oracle,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-32,scale_04_concurrent_conflict_hold,4,cope_semantic,2,ok,,True,True,c3272eaae962f2acd9bf07e3eaf2d4438c4c3dfd83563ec79cdf0e4e725f1117,eae6e39069294c2dd6e35662af03ff95a89b1bf32c4a8556780ec9b349acfd4e,8cc9f828d6c2613f91ef0af061de9abe8cd41cfab66045eb03ab8217e3065d9e,True,ddc12b9c61eeed439b85a0660e68c135492df51e18d97d45ce1b3075f2f13402,1151,184,350,1.841275,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-32,scale_04_concurrent_conflict_hold,4,neutral_typed,3,ok,,True,True,c3272eaae962f2acd9bf07e3eaf2d4438c4c3dfd83563ec79cdf0e4e725f1117,eae6e39069294c2dd6e35662af03ff95a89b1bf32c4a8556780ec9b349acfd4e,8cc9f828d6c2613f91ef0af061de9abe8cd41cfab66045eb03ab8217e3065d9e,True,ecda5f41ed97e06801f60bca248127e5536b7376583457fb334f9afd58f57318,1236,184,321,1.393416,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-32,scale_04_concurrent_conflict_hold,4,compact_semantic,4,ok,,True,True,c3272eaae962f2acd9bf07e3eaf2d4438c4c3dfd83563ec79cdf0e4e725f1117,eae6e39069294c2dd6e35662af03ff95a89b1bf32c4a8556780ec9b349acfd4e,8cc9f828d6c2613f91ef0af061de9abe8cd41cfab66045eb03ab8217e3065d9e,True,f0d088270f6a9a0393d4e382a0b01e952e42ebb376fcf1f7ee3e101d24bedb38,967,173,346,1.614577,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-33,scale_04_owner_scoped_status_change,4,cope_semantic,1,ok,,True,True,45dc2a87f2bfe2b7dfa032389d5a5af382e4a6ebbc68174056fc2217f60316fb,c8ecfd9267cd69f979cf64f96bc7dd824bc1df8163fa546c63ce74101d846b6d,22a28999e9adbb5b67c68d1b6db233aadd475e8caa8a0722ca0a67f4ccc824b1,True,ad713e3edd09c8739539ffa21bfe11c634f4ef8f814cd06f38f4e9894096be36,1133,153,303,1.175577,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-33,scale_04_owner_scoped_status_change,4,neutral_typed,2,ok,,True,True,45dc2a87f2bfe2b7dfa032389d5a5af382e4a6ebbc68174056fc2217f60316fb,c8ecfd9267cd69f979cf64f96bc7dd824bc1df8163fa546c63ce74101d846b6d,22a28999e9adbb5b67c68d1b6db233aadd475e8caa8a0722ca0a67f4ccc824b1,True,226f43c7e659c47fecea2eacc16e25ab46bd3ce23e48819829b5afb0f01ec126,1218,152,278,1.420948,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-33,scale_04_owner_scoped_status_change,4,compact_semantic,3,ok,,True,True,45dc2a87f2bfe2b7dfa032389d5a5af382e4a6ebbc68174056fc2217f60316fb,c8ecfd9267cd69f979cf64f96bc7dd824bc1df8163fa546c63ce74101d846b6d,22a28999e9adbb5b67c68d1b6db233aadd475e8caa8a0722ca0a67f4ccc824b1,True,19b472f4bc4675cd1911f8e17fa08813ab9c0e989f3daf3b07b82d9f58074578,949,188,363,1.406972,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-33,scale_04_owner_scoped_status_change,4,fsr_semantic,4,ok,,True,True,45dc2a87f2bfe2b7dfa032389d5a5af382e4a6ebbc68174056fc2217f60316fb,c8ecfd9267cd69f979cf64f96bc7dd824bc1df8163fa546c63ce74101d846b6d,22a28999e9adbb5b67c68d1b6db233aadd475e8caa8a0722ca0a67f4ccc824b1,True,ade0ac440d010416019ebfe8532c2f1f4c9cc5da13447d9bf74d4727ce7f12f0,1527,686,1192,4.851296,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-34,scale_04_owner_scoped_field_change,4,neutral_typed,1,ok,,True,True,21b8a50462d9b8586488739ab2cacac7d82cfcd5b6581b66c9eb5ab4a64a28bc,36855526676a9861641ff72ff58b3098e1419d3b2ebf278156fbeb9e407199d5,17fa0aa11ec0c59270506b93b92d4918831a2de415aafb822d59b9b9b03cfbe1,True,3f2c7d9121bdbba8bc3fde1a3854bd132c2900f898fbb0b19f9a1e7a0209096a,1211,158,289,1.198750,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-34,scale_04_owner_scoped_field_change,4,compact_semantic,2,ok,,True,True,21b8a50462d9b8586488739ab2cacac7d82cfcd5b6581b66c9eb5ab4a64a28bc,36855526676a9861641ff72ff58b3098e1419d3b2ebf278156fbeb9e407199d5,17fa0aa11ec0c59270506b93b92d4918831a2de415aafb822d59b9b9b03cfbe1,True,01a12a2b1507b63fb2842298da39fbe4122551309c0339dcc6194505c426d44d,942,144,289,1.317948,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-34,scale_04_owner_scoped_field_change,4,fsr_semantic,3,ok,,True,True,21b8a50462d9b8586488739ab2cacac7d82cfcd5b6581b66c9eb5ab4a64a28bc,36855526676a9861641ff72ff58b3098e1419d3b2ebf278156fbeb9e407199d5,17fa0aa11ec0c59270506b93b92d4918831a2de415aafb822d59b9b9b03cfbe1,True,12adc5ab4ddea32c10e85c3edc66b47e1e72406c304773b3783a9aec8875c392,1520,686,1190,4.029334,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-34,scale_04_owner_scoped_field_change,4,cope_semantic,4,ok,,True,True,21b8a50462d9b8586488739ab2cacac7d82cfcd5b6581b66c9eb5ab4a64a28bc,36855526676a9861641ff72ff58b3098e1419d3b2ebf278156fbeb9e407199d5,17fa0aa11ec0c59270506b93b92d4918831a2de415aafb822d59b9b9b03cfbe1,True,dcea4432a9b4bdd302277ad5c9b82909e396d32cf344e0031462bb1cd5240939,1126,160,316,1.284168,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-35,scale_04_compound_resume_and_checkpoint,4,compact_semantic,1,ok,,True,True,cbecb372e2897d70e93bbaf211194b006e74db8dc15734fb844870dfc6fa7181,3849df75698e808666fa83275fbe9f8a8aa560fe603ecd6d5f0231bffbb1f087,3e08b8406cf5dc1475c0bcd7097567b9647fa8a3202a9d3972590b924555ac3a,True,74ce9a311f1e1b2849d77ff683f95a83a793e6aaadcbf22bd3974591a582d215,1004,207,404,1.407471,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-35,scale_04_compound_resume_and_checkpoint,4,fsr_semantic,2,ok,,True,True,cbecb372e2897d70e93bbaf211194b006e74db8dc15734fb844870dfc6fa7181,3849df75698e808666fa83275fbe9f8a8aa560fe603ecd6d5f0231bffbb1f087,3e08b8406cf5dc1475c0bcd7097567b9647fa8a3202a9d3972590b924555ac3a,True,e60ebca42362b05709efe1d734234a018783a4c2cef1cb17820eb11e8d0ad5fb,1582,685,1185,3.559724,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-35,scale_04_compound_resume_and_checkpoint,4,cope_semantic,3,ok,,True,True,cbecb372e2897d70e93bbaf211194b006e74db8dc15734fb844870dfc6fa7181,3849df75698e808666fa83275fbe9f8a8aa560fe603ecd6d5f0231bffbb1f087,3e08b8406cf5dc1475c0bcd7097567b9647fa8a3202a9d3972590b924555ac3a,True,1aae866bebbdc8bebe99cc2b340e4ad22828d48152a88e3e620227f4d2c8c32a,1188,237,429,1.684758,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-35,scale_04_compound_resume_and_checkpoint,4,neutral_typed,4,ok,,True,True,cbecb372e2897d70e93bbaf211194b006e74db8dc15734fb844870dfc6fa7181,3849df75698e808666fa83275fbe9f8a8aa560fe603ecd6d5f0231bffbb1f087,3e08b8406cf5dc1475c0bcd7097567b9647fa8a3202a9d3972590b924555ac3a,True,cfd93535efe0044e2b8e5b3691d74971fae5fdcb2d496179312f061d596cc552,1273,237,386,1.837677,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-36,scale_04_compound_replace_and_restore,4,fsr_semantic,1,ok,,True,True,acb6a02eb61609ea5abca2a359613192b281111c51962018b70b2053dc48a52a,8292548b4d92b898da7f8036e39142d2d893667dd50c9f5df9323900a1c95cfa,b50382b8a97ebc3578ce7748e24c8553ffae016f1c4aa3e3a5b49d8fff323134,True,40260d0d0287dc52f189fa68951cbf974099540edb16d2b7a0fc5e856de18abd,1624,788,1355,4.047450,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-36,scale_04_compound_replace_and_restore,4,cope_semantic,2,ok,,True,True,acb6a02eb61609ea5abca2a359613192b281111c51962018b70b2053dc48a52a,8292548b4d92b898da7f8036e39142d2d893667dd50c9f5df9323900a1c95cfa,b50382b8a97ebc3578ce7748e24c8553ffae016f1c4aa3e3a5b49d8fff323134,True,d65617d491b948d32f74e30f582cdabce13c2a89cfc6a5864c96be8cbbc8460c,1230,304,555,1.842420,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-36,scale_04_compound_replace_and_restore,4,neutral_typed,3,ok,,True,True,acb6a02eb61609ea5abca2a359613192b281111c51962018b70b2053dc48a52a,8292548b4d92b898da7f8036e39142d2d893667dd50c9f5df9323900a1c95cfa,b50382b8a97ebc3578ce7748e24c8553ffae016f1c4aa3e3a5b49d8fff323134,True,b56d21e2f4679cd5fe38a0344ce357394a5d1eb808e1f76fc744f1e9bfa99efd,1315,303,506,2.058236,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S04-36,scale_04_compound_replace_and_restore,4,compact_semantic,4,ok,,True,True,acb6a02eb61609ea5abca2a359613192b281111c51962018b70b2053dc48a52a,8292548b4d92b898da7f8036e39142d2d893667dd50c9f5df9323900a1c95cfa,b50382b8a97ebc3578ce7748e24c8553ffae016f1c4aa3e3a5b49d8fff323134,True,5fadaa2894f4d1caa735f34ab649f26575949c2e499bd127daecfe296f59b5e7,1046,350,622,2.218119,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S16-01,scale_16_single_root_expiry,16,cope_semantic,1,ok,,True,True,c44988639b85df5eab7a52c57c257a37f8b967c1a5983586faaf7c85aa736ca0,9933e5d08724ca0a37cea4699eb975a8a985024816987b7c198aceff51e226a5,6e500c1d7ef356cf1a32519bcb386e95209f2ff17bb4b9902ec43bc3dda8fa4f,True,3ddd309919a1fe7bd7e24f2f2e35cdabe1657ebcdb4d5480be71dab898600763,2375,111,228,1.197534,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S16-01,scale_16_single_root_expiry,16,neutral_typed,2,ok,,True,True,c44988639b85df5eab7a52c57c257a37f8b967c1a5983586faaf7c85aa736ca0,9933e5d08724ca0a37cea4699eb975a8a985024816987b7c198aceff51e226a5,6e500c1d7ef356cf1a32519bcb386e95209f2ff17bb4b9902ec43bc3dda8fa4f,True,2e0c6f6d9591cad2867bf3ddae6b18721e51aa8d28d6b68db90538dbbfd268ac,2460,110,215,1.358400,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S16-01,scale_16_single_root_expiry,16,compact_semantic,3,ok,,True,True,c44988639b85df5eab7a52c57c257a37f8b967c1a5983586faaf7c85aa736ca0,9933e5d08724ca0a37cea4699eb975a8a985024816987b7c198aceff51e226a5,6e500c1d7ef356cf1a32519bcb386e95209f2ff17bb4b9902ec43bc3dda8fa4f,True,97cb53a3d93875a71f63b78a43859195ccb9fdca44f515da5ec95368bed3d23a,2191,110,229,1.162984,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S16-01,scale_16_single_root_expiry,16,fsr_semantic,4,ok,,True,False,c44988639b85df5eab7a52c57c257a37f8b967c1a5983586faaf7c85aa736ca0,9933e5d08724ca0a37cea4699eb975a8a985024816987b7c198aceff51e226a5,6e500c1d7ef356cf1a32519bcb386e95209f2ff17bb4b9902ec43bc3dda8fa4f,True,d2b94e3bedfa999b2692d509911679ad0f9d51b94537960698b5f5d470a39b10,2769,3390,5888,19.194661,0,SharedEnvelopeError:semantic state differs from oracle,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S16-02,scale_16_expiry_with_running_action,16,neutral_typed,1,ok,,True,True,cb9ba006d84459efa21719a8f9b40c9def961b693f065393f4194bacd0c7eacd,09eebba74bfbf3b247060b2633ca1a8c1a95d387fef8d05b7d3191158c60fd39,6b393fa3f05eaea0e1fac373f8bcca1677f84a20c3c97a22cf03bd5ea7c6403c,True,3b5a2e59714d8579bcaf1dd0abcd4845ba101367b840afda977589e4c80cbc53,2494,154,274,1.965328,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S16-02,scale_16_expiry_with_running_action,16,compact_semantic,2,ok,,True,True,cb9ba006d84459efa21719a8f9b40c9def961b693f065393f4194bacd0c7eacd,09eebba74bfbf3b247060b2633ca1a8c1a95d387fef8d05b7d3191158c60fd39,6b393fa3f05eaea0e1fac373f8bcca1677f84a20c3c97a22cf03bd5ea7c6403c,True,e6be2622565c9d879ba97f5a6e03a19c503fef5411c2dca9f8c106ecd47e300d,2225,144,291,1.452074,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S16-02,scale_16_expiry_with_running_action,16,fsr_semantic,3,ok,,True,False,cb9ba006d84459efa21719a8f9b40c9def961b693f065393f4194bacd0c7eacd,09eebba74bfbf3b247060b2633ca1a8c1a95d387fef8d05b7d3191158c60fd39,6b393fa3f05eaea0e1fac373f8bcca1677f84a20c3c97a22cf03bd5ea7c6403c,True,f221fb2b7b3799f575801ef90030c7a4a09771ff50749b82788dd36cb315cd55,2803,3144,5316,16.658107,0,SharedEnvelopeError:semantic state differs from oracle,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S16-02,scale_16_expiry_with_running_action,16,cope_semantic,4,ok,,True,True,cb9ba006d84459efa21719a8f9b40c9def961b693f065393f4194bacd0c7eacd,09eebba74bfbf3b247060b2633ca1a8c1a95d387fef8d05b7d3191158c60fd39,6b393fa3f05eaea0e1fac373f8bcca1677f84a20c3c97a22cf03bd5ea7c6403c,True,654dfdce91ea5b76408fcf6f3cd766474a3241a3b7a1d8a8b5f8615357a273fa,2409,155,299,1.436287,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S16-03,scale_16_conjunctive_dependency_block,16,compact_semantic,1,ok,,True,True,f5ac6171777513f0f91a01be6a51b78dab4c33888c17b0784ca95ca5451aa54f,dbdfa5ea41d0757baec7d78729a08ab92e42fc032de6408ed5b900718b8dcbe1,6839a1d373dd42a333bccb795b61c861ee46872b126c1e44322b982410628650,True,ab9c9f095f6dfc5bab01af2df9610163d97606726fbb17ef4a06fb28b8cb3038,2245,177,358,1.504721,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S16-03,scale_16_conjunctive_dependency_block,16,fsr_semantic,2,ok,,True,False,f5ac6171777513f0f91a01be6a51b78dab4c33888c17b0784ca95ca5451aa54f,dbdfa5ea41d0757baec7d78729a08ab92e42fc032de6408ed5b900718b8dcbe1,6839a1d373dd42a333bccb795b61c861ee46872b126c1e44322b982410628650,True,fd1ec3c699cb555e1986501b57a918b4d10ae3a603ae0dc49e852f2353d1262f,2823,3143,5317,15.581496,0,SharedEnvelopeError:semantic state differs from oracle,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S16-03,scale_16_conjunctive_dependency_block,16,cope_semantic,3,ok,,True,True,f5ac6171777513f0f91a01be6a51b78dab4c33888c17b0784ca95ca5451aa54f,dbdfa5ea41d0757baec7d78729a08ab92e42fc032de6408ed5b900718b8dcbe1,6839a1d373dd42a333bccb795b61c861ee46872b126c1e44322b982410628650,True,0bffce74533b652005f782ec4181f194aa9631282cd3a07059ffcff5cdc26eb5,2429,189,364,1.859173,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S16-03,scale_16_conjunctive_dependency_block,16,neutral_typed,4,ok,,True,True,f5ac6171777513f0f91a01be6a51b78dab4c33888c17b0784ca95ca5451aa54f,dbdfa5ea41d0757baec7d78729a08ab92e42fc032de6408ed5b900718b8dcbe1,6839a1d373dd42a333bccb795b61c861ee46872b126c1e44322b982410628650,True,b28e1f601ccf0d35495549690edb3229dc6392ae698be6dd713833162044355b,2514,187,323,1.677000,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
SCE-S16-04,scale_16_disjunctive_dependency_survival,16,fsr_semantic,1,ok,,True,True,77876fa7ec0c25e2bbd8d7d317b0b6698f074782ff1fafe088f4e15d004ee596,b50cac912546270b81a6dbe3c2d291dca7b4ddde794aea91b0fefc23cdd9245a,23428447a5d6ef22a67ae728e52bb9b18c1b38b66e1444a25f5fb32d42c65361,True,26f43c74c2b64efc7d580a4deb9a59de15a721dfa1f45ce31f67137944b3cbea,2802,2977,4822,17.726490,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,16384,90.0,0,0,False,False,False
