case_id,base_case_id,variant_index,phase,arm,input_hash,common_input_bytes,common_hash_equal,normalized_request_equal,oracle_state_equal,validator_pass,reasoning_effort,call_order_position,candidate_sha256
fresh_release_override_v5,release_override,5,expansion,fsr_pc,1258047406dc73dc43af10df25ea43ad484d125e30060e2b8de543f0a9ba2ef4,7745,True,True,True,True,none,1,202c3171ffa8064648cd7a02d0279e4e4eafe13b8ec08e5524b7c3e211744019
fresh_world_change_release_v1,world_change_release,1,expansion,cope,b2c61d4ecb52738e52a353b53c8f2d63619f0cfa6cf07343665698be1bd890b5,4501,True,True,True,True,none,1,f4a5aa86aa525b44c0564165a3139c6216ce684a4df263bc99aa39e3c1a6c08d
fresh_world_change_release_v1,world_change_release,1,expansion,compact_tx,b2c61d4ecb52738e52a353b53c8f2d63619f0cfa6cf07343665698be1bd890b5,4501,True,True,True,True,none,2,f4a5aa86aa525b44c0564165a3139c6216ce684a4df263bc99aa39e3c1a6c08d
fresh_world_change_release_v1,world_change_release,1,expansion,fsr_pc,b2c61d4ecb52738e52a353b53c8f2d63619f0cfa6cf07343665698be1bd890b5,4501,True,True,True,True,none,0,f4a5aa86aa525b44c0564165a3139c6216ce684a4df263bc99aa39e3c1a6c08d
fresh_world_change_release_v2,world_change_release,2,expansion,cope,0ac634d37faae0be762d5cfc89c1302e7e99b813d588484a56e4fcb70f0c1378,5369,True,True,True,True,none,0,d093ae3f783c5752fc74a0ba1a9ae11b2db021fb861012d2f65b901e766b8561
fresh_world_change_release_v2,world_change_release,2,expansion,compact_tx,0ac634d37faae0be762d5cfc89c1302e7e99b813d588484a56e4fcb70f0c1378,5369,True,True,True,True,none,1,d093ae3f783c5752fc74a0ba1a9ae11b2db021fb861012d2f65b901e766b8561
fresh_world_change_release_v2,world_change_release,2,expansion,fsr_pc,0ac634d37faae0be762d5cfc89c1302e7e99b813d588484a56e4fcb70f0c1378,5369,True,True,True,True,none,2,d093ae3f783c5752fc74a0ba1a9ae11b2db021fb861012d2f65b901e766b8561
fresh_world_change_release_v3,world_change_release,3,expansion,cope,e407f9117095a7e244326a0e9e4c94e0fcbdddcaea4499c6cd49f61fbfff204e,6279,True,True,True,True,none,2,ffdac52c22457c7ec0675ba91b3df5969f104c00e8275ded1e5926b27612414a
fresh_world_change_release_v3,world_change_release,3,expansion,compact_tx,e407f9117095a7e244326a0e9e4c94e0fcbdddcaea4499c6cd49f61fbfff204e,6279,True,True,True,True,none,0,ffdac52c22457c7ec0675ba91b3df5969f104c00e8275ded1e5926b27612414a
fresh_world_change_release_v3,world_change_release,3,expansion,fsr_pc,e407f9117095a7e244326a0e9e4c94e0fcbdddcaea4499c6cd49f61fbfff204e,6279,True,True,True,True,none,1,ffdac52c22457c7ec0675ba91b3df5969f104c00e8275ded1e5926b27612414a
fresh_world_change_release_v4,world_change_release,4,expansion,cope,4fde4751a8752cf4b11333c4ed3c666182f1957d357188fb664b7e8912d65d43,7147,True,True,True,True,none,1,df2476866b9c805d69c9100f1632ccf786d9b8869a109815d2bf4ee2c558679e
fresh_world_change_release_v4,world_change_release,4,expansion,compact_tx,4fde4751a8752cf4b11333c4ed3c666182f1957d357188fb664b7e8912d65d43,7147,True,True,True,True,none,2,df2476866b9c805d69c9100f1632ccf786d9b8869a109815d2bf4ee2c558679e
fresh_world_change_release_v4,world_change_release,4,expansion,fsr_pc,4fde4751a8752cf4b11333c4ed3c666182f1957d357188fb664b7e8912d65d43,7147,True,True,True,True,none,0,df2476866b9c805d69c9100f1632ccf786d9b8869a109815d2bf4ee2c558679e
fresh_world_change_release_v5,world_change_release,5,expansion,cope,4f4c9a8715a059b3090985ab2ae39298c8f213e5cd801a395fa5af00b4541313,8015,True,True,True,True,none,0,3bcfcf28695f26d576747bc0cd5bb9399fd8d12406f370b60c88f68b53d6d54e
fresh_world_change_release_v5,world_change_release,5,expansion,compact_tx,4f4c9a8715a059b3090985ab2ae39298c8f213e5cd801a395fa5af00b4541313,8015,True,True,True,True,none,1,3bcfcf28695f26d576747bc0cd5bb9399fd8d12406f370b60c88f68b53d6d54e
fresh_world_change_release_v5,world_change_release,5,expansion,fsr_pc,4f4c9a8715a059b3090985ab2ae39298c8f213e5cd801a395fa5af00b4541313,8015,True,True,True,True,none,2,3bcfcf28695f26d576747bc0cd5bb9399fd8d12406f370b60c88f68b53d6d54e
fresh_stale_version_v1,stale_version,1,expansion,cope,b43ec908d67034a670d056cda5e369fd95d7265c1b24960592dfbad49a98816a,4017,True,True,True,True,none,2,f8276a46403eb728fb0bf651a8c885e84411676f3d7b736c11d51ef34f3a2594
fresh_stale_version_v1,stale_version,1,expansion,compact_tx,b43ec908d67034a670d056cda5e369fd95d7265c1b24960592dfbad49a98816a,4017,True,True,True,True,none,0,f8276a46403eb728fb0bf651a8c885e84411676f3d7b736c11d51ef34f3a2594
fresh_stale_version_v1,stale_version,1,expansion,fsr_pc,b43ec908d67034a670d056cda5e369fd95d7265c1b24960592dfbad49a98816a,4017,True,True,True,True,none,1,f8276a46403eb728fb0bf651a8c885e84411676f3d7b736c11d51ef34f3a2594
fresh_stale_version_v2,stale_version,2,expansion,cope,a519f6f10514236b64323e0cbb6899e3b023d2cf847bf3f095b6203d38bdb6b1,4829,True,True,True,True,none,1,7682c6ca54a878c8ed85ea49720e43707926551c3ac8a5863517069598258375
fresh_stale_version_v2,stale_version,2,expansion,compact_tx,a519f6f10514236b64323e0cbb6899e3b023d2cf847bf3f095b6203d38bdb6b1,4829,True,True,True,True,none,2,7682c6ca54a878c8ed85ea49720e43707926551c3ac8a5863517069598258375
fresh_stale_version_v2,stale_version,2,expansion,fsr_pc,a519f6f10514236b64323e0cbb6899e3b023d2cf847bf3f095b6203d38bdb6b1,4829,True,True,True,True,none,0,7682c6ca54a878c8ed85ea49720e43707926551c3ac8a5863517069598258375
fresh_stale_version_v3,stale_version,3,expansion,cope,6c7a289c9599dc071fe88b300b5a480c99cb78033250537a62d6ee46c5e4d725,5676,True,True,True,True,none,0,b5681fba3743b215b1399fef7254fc5f4d6469c93dc0e97153ce7aa763a25594
fresh_stale_version_v3,stale_version,3,expansion,compact_tx,6c7a289c9599dc071fe88b300b5a480c99cb78033250537a62d6ee46c5e4d725,5676,True,True,True,True,none,1,b5681fba3743b215b1399fef7254fc5f4d6469c93dc0e97153ce7aa763a25594
fresh_stale_version_v3,stale_version,3,expansion,fsr_pc,6c7a289c9599dc071fe88b300b5a480c99cb78033250537a62d6ee46c5e4d725,5676,True,True,True,True,none,2,b5681fba3743b215b1399fef7254fc5f4d6469c93dc0e97153ce7aa763a25594
fresh_stale_version_v4,stale_version,4,expansion,cope,7d446d65c647ffd7c796b0bcb0c59a2324053108274d1841200653f82af76562,6488,True,True,True,True,none,2,8272cd376490eedb9656071e882385cc49525eb19d38e8faefb152ec135aa162
fresh_stale_version_v4,stale_version,4,expansion,compact_tx,7d446d65c647ffd7c796b0bcb0c59a2324053108274d1841200653f82af76562,6488,True,True,True,True,none,0,8272cd376490eedb9656071e882385cc49525eb19d38e8faefb152ec135aa162
fresh_stale_version_v4,stale_version,4,expansion,fsr_pc,7d446d65c647ffd7c796b0bcb0c59a2324053108274d1841200653f82af76562,6488,True,True,True,True,none,1,8272cd376490eedb9656071e882385cc49525eb19d38e8faefb152ec135aa162
fresh_stale_version_v5,stale_version,5,expansion,cope,725eb1966517fb46b65a5b595db602a18306c669265f1f562b1b45cb59d71a5b,7300,True,True,True,True,none,1,82053ef88dbfca2ca5eee8a0f04f986ffdad1cf8d2012bff9ad1046ca5763c06
fresh_stale_version_v5,stale_version,5,expansion,compact_tx,725eb1966517fb46b65a5b595db602a18306c669265f1f562b1b45cb59d71a5b,7300,True,True,True,True,none,2,82053ef88dbfca2ca5eee8a0f04f986ffdad1cf8d2012bff9ad1046ca5763c06
fresh_stale_version_v5,stale_version,5,expansion,fsr_pc,725eb1966517fb46b65a5b595db602a18306c669265f1f562b1b45cb59d71a5b,7300,True,True,True,True,none,0,82053ef88dbfca2ca5eee8a0f04f986ffdad1cf8d2012bff9ad1046ca5763c06
fresh_idempotence_v1,idempotence,1,expansion,cope,6f7669cb378861b10155d7b73e123ec75e68334bc23b9d46c0e29ebf46c30afa,4040,True,True,True,True,none,0,d0bc8064c4492bf65dad5255ed1dd5b0e77337f213e2bd108df1d27f054a0d35
fresh_idempotence_v1,idempotence,1,expansion,compact_tx,6f7669cb378861b10155d7b73e123ec75e68334bc23b9d46c0e29ebf46c30afa,4040,True,True,True,True,none,1,d0bc8064c4492bf65dad5255ed1dd5b0e77337f213e2bd108df1d27f054a0d35
fresh_idempotence_v1,idempotence,1,expansion,fsr_pc,6f7669cb378861b10155d7b73e123ec75e68334bc23b9d46c0e29ebf46c30afa,4040,True,True,True,True,none,2,d0bc8064c4492bf65dad5255ed1dd5b0e77337f213e2bd108df1d27f054a0d35
fresh_idempotence_v2,idempotence,2,expansion,cope,cf77b2eedb4156d8ed2adc69a6b09d7fd7aa98d4b500bf6e49e64bf6c732687f,4836,True,True,True,True,none,2,614bca72c5647b69f4569e0a8d32fdb982c2232ae1da238031511ebc28174a0c
fresh_idempotence_v2,idempotence,2,expansion,compact_tx,cf77b2eedb4156d8ed2adc69a6b09d7fd7aa98d4b500bf6e49e64bf6c732687f,4836,True,True,True,True,none,0,614bca72c5647b69f4569e0a8d32fdb982c2232ae1da238031511ebc28174a0c
fresh_idempotence_v2,idempotence,2,expansion,fsr_pc,cf77b2eedb4156d8ed2adc69a6b09d7fd7aa98d4b500bf6e49e64bf6c732687f,4836,True,True,True,True,none,1,614bca72c5647b69f4569e0a8d32fdb982c2232ae1da238031511ebc28174a0c
fresh_idempotence_v3,idempotence,3,expansion,cope,f6f2af59f889a871b8ca262ee9c3496be2853ca6423eb0ac0e0aa8a119a1f610,5665,True,True,True,True,none,1,339d36852ac4cc345cc56d1ba376f14ff935377de419877502bb96e8b709f822
fresh_idempotence_v3,idempotence,3,expansion,compact_tx,f6f2af59f889a871b8ca262ee9c3496be2853ca6423eb0ac0e0aa8a119a1f610,5665,True,True,True,True,none,2,339d36852ac4cc345cc56d1ba376f14ff935377de419877502bb96e8b709f822
fresh_idempotence_v3,idempotence,3,expansion,fsr_pc,f6f2af59f889a871b8ca262ee9c3496be2853ca6423eb0ac0e0aa8a119a1f610,5665,True,True,True,True,none,0,339d36852ac4cc345cc56d1ba376f14ff935377de419877502bb96e8b709f822
fresh_idempotence_v4,idempotence,4,expansion,cope,f0625a1e2008e43e4dabe162237c02fed51031666fc23991e8fd4911e4146b88,6461,True,True,True,True,none,0,76b680205e42cb80aa21c08f29639b1dcec130ff5de72a08410a22c3f804e7a3
fresh_idempotence_v4,idempotence,4,expansion,compact_tx,f0625a1e2008e43e4dabe162237c02fed51031666fc23991e8fd4911e4146b88,6461,True,True,True,True,none,1,76b680205e42cb80aa21c08f29639b1dcec130ff5de72a08410a22c3f804e7a3
fresh_idempotence_v4,idempotence,4,expansion,fsr_pc,f0625a1e2008e43e4dabe162237c02fed51031666fc23991e8fd4911e4146b88,6461,True,True,True,True,none,2,76b680205e42cb80aa21c08f29639b1dcec130ff5de72a08410a22c3f804e7a3
fresh_idempotence_v5,idempotence,5,expansion,cope,98fba8f333d5d1a97d1bb303b23f90421afc4f78d600eff21e68cafb8d213991,7257,True,True,True,True,none,2,9dbfa715fa38cbad9caa6188b4a79c1cd4a1429f229c11c1f94c760d2287c637
fresh_idempotence_v5,idempotence,5,expansion,compact_tx,98fba8f333d5d1a97d1bb303b23f90421afc4f78d600eff21e68cafb8d213991,7257,True,True,True,True,none,0,9dbfa715fa38cbad9caa6188b4a79c1cd4a1429f229c11c1f94c760d2287c637
fresh_idempotence_v5,idempotence,5,expansion,fsr_pc,98fba8f333d5d1a97d1bb303b23f90421afc4f78d600eff21e68cafb8d213991,7257,True,True,True,True,none,1,9dbfa715fa38cbad9caa6188b4a79c1cd4a1429f229c11c1f94c760d2287c637
fresh_irrelevant_sibling_change_v1,irrelevant_sibling_change,1,expansion,cope,4ba4e31b5aee16b1bc5d0d3a5149483975d8069b69b79df4b8802ff7c45c0d18,4171,True,True,True,True,none,1,db342245f0bf88aa90a505ecd0ea687bda4dab035f6097eacd3c3f34e38395d2
fresh_irrelevant_sibling_change_v1,irrelevant_sibling_change,1,expansion,compact_tx,4ba4e31b5aee16b1bc5d0d3a5149483975d8069b69b79df4b8802ff7c45c0d18,4171,True,True,True,True,none,2,db342245f0bf88aa90a505ecd0ea687bda4dab035f6097eacd3c3f34e38395d2
fresh_irrelevant_sibling_change_v1,irrelevant_sibling_change,1,expansion,fsr_pc,4ba4e31b5aee16b1bc5d0d3a5149483975d8069b69b79df4b8802ff7c45c0d18,4171,True,True,True,True,none,0,db342245f0bf88aa90a505ecd0ea687bda4dab035f6097eacd3c3f34e38395d2
fresh_irrelevant_sibling_change_v2,irrelevant_sibling_change,2,expansion,cope,68d53790ac5caef79a755b1ce26e4cebb64ead88e6c5c3ab28774d27233d9879,5079,True,True,True,True,none,0,d6f296db4eb13bbfc038fe1696bbe531c5e08506468d5f5c80061b89be244318
fresh_irrelevant_sibling_change_v2,irrelevant_sibling_change,2,expansion,compact_tx,68d53790ac5caef79a755b1ce26e4cebb64ead88e6c5c3ab28774d27233d9879,5079,True,True,True,True,none,1,d6f296db4eb13bbfc038fe1696bbe531c5e08506468d5f5c80061b89be244318
fresh_irrelevant_sibling_change_v2,irrelevant_sibling_change,2,expansion,fsr_pc,68d53790ac5caef79a755b1ce26e4cebb64ead88e6c5c3ab28774d27233d9879,5079,True,True,True,True,none,2,d6f296db4eb13bbfc038fe1696bbe531c5e08506468d5f5c80061b89be244318
fresh_irrelevant_sibling_change_v3,irrelevant_sibling_change,3,expansion,cope,1de29ecc0830cea766f4a98273b07d51b5ba3df300d63e9db50711d86582d121,6034,True,True,True,True,none,2,b9d74c45e706b171f6b878893a6ba1e1e12e1b66a792844475a12132d560af0e
fresh_irrelevant_sibling_change_v3,irrelevant_sibling_change,3,expansion,compact_tx,1de29ecc0830cea766f4a98273b07d51b5ba3df300d63e9db50711d86582d121,6034,True,True,True,True,none,0,b9d74c45e706b171f6b878893a6ba1e1e12e1b66a792844475a12132d560af0e
fresh_irrelevant_sibling_change_v3,irrelevant_sibling_change,3,expansion,fsr_pc,1de29ecc0830cea766f4a98273b07d51b5ba3df300d63e9db50711d86582d121,6034,True,True,True,True,none,1,b9d74c45e706b171f6b878893a6ba1e1e12e1b66a792844475a12132d560af0e
fresh_irrelevant_sibling_change_v4,irrelevant_sibling_change,4,expansion,cope,31dd9d839d57605a435430f76eddb2c7cb77690fb7dfd834ee9179b43a584d98,6942,True,True,True,True,none,1,3e2c54c545bcb812b4396861d209e037556e0b2e8843b60bec9aeee8ca3ff38d
fresh_irrelevant_sibling_change_v4,irrelevant_sibling_change,4,expansion,compact_tx,31dd9d839d57605a435430f76eddb2c7cb77690fb7dfd834ee9179b43a584d98,6942,True,True,True,True,none,2,3e2c54c545bcb812b4396861d209e037556e0b2e8843b60bec9aeee8ca3ff38d
fresh_irrelevant_sibling_change_v4,irrelevant_sibling_change,4,expansion,fsr_pc,31dd9d839d57605a435430f76eddb2c7cb77690fb7dfd834ee9179b43a584d98,6942,True,True,True,True,none,0,3e2c54c545bcb812b4396861d209e037556e0b2e8843b60bec9aeee8ca3ff38d
fresh_irrelevant_sibling_change_v5,irrelevant_sibling_change,5,expansion,cope,ccf1b4d26999e691102bf0f60c6e4bddc9127b5874e27082e37dac5c81ca02e4,7850,True,True,True,True,none,0,05add1053cdd2287c20e1a5892c61d5e47859dac16836300312dcc5c84efbd77
fresh_irrelevant_sibling_change_v5,irrelevant_sibling_change,5,expansion,compact_tx,ccf1b4d26999e691102bf0f60c6e4bddc9127b5874e27082e37dac5c81ca02e4,7850,True,True,True,True,none,1,05add1053cdd2287c20e1a5892c61d5e47859dac16836300312dcc5c84efbd77
fresh_irrelevant_sibling_change_v5,irrelevant_sibling_change,5,expansion,fsr_pc,ccf1b4d26999e691102bf0f60c6e4bddc9127b5874e27082e37dac5c81ca02e4,7850,True,True,True,True,none,2,05add1053cdd2287c20e1a5892c61d5e47859dac16836300312dcc5c84efbd77
fresh_continuity_valid_v1,continuity_valid,1,expansion,cope,caf9168c0eb5f95a5d60f91cf05cdea8640205f2f23ba92a182f96c7da14f7e1,4025,True,True,True,True,none,2,0d9a55066b17d9f3915116162572c799f00279697f2c877b84727a93cdf35d44
fresh_continuity_valid_v1,continuity_valid,1,expansion,compact_tx,caf9168c0eb5f95a5d60f91cf05cdea8640205f2f23ba92a182f96c7da14f7e1,4025,True,True,True,True,none,0,0d9a55066b17d9f3915116162572c799f00279697f2c877b84727a93cdf35d44
fresh_continuity_valid_v1,continuity_valid,1,expansion,fsr_pc,caf9168c0eb5f95a5d60f91cf05cdea8640205f2f23ba92a182f96c7da14f7e1,4025,True,True,True,True,none,1,0d9a55066b17d9f3915116162572c799f00279697f2c877b84727a93cdf35d44
fresh_continuity_valid_v2,continuity_valid,2,expansion,cope,8c33d5e130dad9e24012d7b7023dba2d3374dbe52a202da9c58b03f9dff06c34,4861,True,True,True,True,none,1,b59bc338819c252183a8718f41d47afdfb7ecdd66d1a1f6e6c7d5af0108d18c4
fresh_continuity_valid_v2,continuity_valid,2,expansion,compact_tx,8c33d5e130dad9e24012d7b7023dba2d3374dbe52a202da9c58b03f9dff06c34,4861,True,True,True,True,none,2,b59bc338819c252183a8718f41d47afdfb7ecdd66d1a1f6e6c7d5af0108d18c4
fresh_continuity_valid_v2,continuity_valid,2,expansion,fsr_pc,8c33d5e130dad9e24012d7b7023dba2d3374dbe52a202da9c58b03f9dff06c34,4861,True,True,True,True,none,0,b59bc338819c252183a8718f41d47afdfb7ecdd66d1a1f6e6c7d5af0108d18c4
fresh_continuity_valid_v3,continuity_valid,3,expansion,cope,2663ba11d09b25b0baf14050b83c740e2f83d1a98781be2bd50012dd40af8728,5735,True,True,True,True,none,0,dcbdcc23c59cb1a428b1144e2b066233443a6c1168bce40d7176a3f10b877c3f
fresh_continuity_valid_v3,continuity_valid,3,expansion,compact_tx,2663ba11d09b25b0baf14050b83c740e2f83d1a98781be2bd50012dd40af8728,5735,True,True,True,True,none,1,dcbdcc23c59cb1a428b1144e2b066233443a6c1168bce40d7176a3f10b877c3f
fresh_continuity_valid_v3,continuity_valid,3,expansion,fsr_pc,2663ba11d09b25b0baf14050b83c740e2f83d1a98781be2bd50012dd40af8728,5735,True,True,True,True,none,2,dcbdcc23c59cb1a428b1144e2b066233443a6c1168bce40d7176a3f10b877c3f
fresh_continuity_valid_v4,continuity_valid,4,expansion,cope,7bfb7a93c865e33e47bf89b79391b14eeba28f226c3df5e75d736428f6c2a132,6571,True,True,True,True,none,2,41a8070e606f7a82708bfcf20750ba59552477a3138c29a27d94b205ff64cca9
fresh_continuity_valid_v4,continuity_valid,4,expansion,compact_tx,7bfb7a93c865e33e47bf89b79391b14eeba28f226c3df5e75d736428f6c2a132,6571,True,True,True,True,none,0,41a8070e606f7a82708bfcf20750ba59552477a3138c29a27d94b205ff64cca9
fresh_continuity_valid_v4,continuity_valid,4,expansion,fsr_pc,7bfb7a93c865e33e47bf89b79391b14eeba28f226c3df5e75d736428f6c2a132,6571,True,True,True,True,none,1,41a8070e606f7a82708bfcf20750ba59552477a3138c29a27d94b205ff64cca9
fresh_continuity_valid_v5,continuity_valid,5,expansion,cope,1f8fa0cb2ab61068a6b03994cdf4c41751ccbaa00b50bb86e83323d0726fbdec,7407,True,True,True,True,none,1,d5903aa81b923593b2706cf196310b2c115a8905d14449f38170b64d755bebb0
fresh_continuity_valid_v5,continuity_valid,5,expansion,compact_tx,1f8fa0cb2ab61068a6b03994cdf4c41751ccbaa00b50bb86e83323d0726fbdec,7407,True,True,True,True,none,2,d5903aa81b923593b2706cf196310b2c115a8905d14449f38170b64d755bebb0
fresh_continuity_valid_v5,continuity_valid,5,expansion,fsr_pc,1f8fa0cb2ab61068a6b03994cdf4c41751ccbaa00b50bb86e83323d0726fbdec,7407,True,True,True,True,none,0,d5903aa81b923593b2706cf196310b2c115a8905d14449f38170b64d755bebb0
