gap_id,task_id,task_name,raw_gap,category,event_family,initial_state_id,root_cause,root_cause_scope,root_cause_unit_id,artifact_unit_ids,global_prerequisite_ids,automatic_fixability,required_evidence,blocking_gate,cascade_class,protocol_scope_flag,validator_source,source_preflight,source_preflight_sha256
GAP-0139,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task 1: unresolved semantic_triggers,semantic_triggers,,,Empty semantic_triggers collection,PER_TASK,T01:semantic_triggers,T01:semantic_triggers:TARGET_OBJECT_DISPLACED;T01:semantic_triggers:GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;T01:semantic_triggers:TEMPORARY_NO_GO_APPEARS;T01:semantic_triggers:TEMPORARY_NO_GO_CLEARS;T01:semantic_triggers:USER_ADDS_PERSISTENT_PREFERENCE;T01:semantic_triggers:TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE;T01:semantic_triggers:TOOL_OR_TARGET_AVAILABLE_AGAIN;T01:semantic_triggers:USER_REPLACES_ACTIVE_GOAL;T01:semantic_triggers:USER_CANCELS_ACTIVE_GOAL;T01:semantic_triggers:USER_REISSUES_RETIRED_GOAL,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_VERIFY,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,catalog_complete;semantic_schedule;fresh_event_observation,collection_unresolved_marker,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:211,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0140,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task 1: unresolved soft_preference_templates,soft_preference_templates,,,Persistent preference templates absent and unresolved,PER_TASK,T01:soft_preference_templates,T01:soft_preference_templates,G-MEASUREMENT;G-RUNTIME,SOURCE_GROUNDED_AUTHORING_THEN_VERIFY,Task-valid public preference templates with persistence scope and separately sealed scoring semantics,catalog_complete;persistent_preference_event,collection_unresolved_marker,NO_SCOPE_CHANGE_ASSUMED,cope_benchmark/repeated_v2/task_catalog.py:211,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0141,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task 1: unresolved structural_checks,structural_and_milestones,,,No structural/milestone evidence dossier; BDDL predicates are candidates only,PER_TASK,T01:structural_and_milestones,T01:structural_and_milestones,G-MEASUREMENT,AUTHOR_AND_MEASURE_NO_AUTOFILL,"Four structural decisions with evidence_refs; >=2 distinct independently verifiable milestones, >=1 preservable; task5 needs a valid second milestone or documented ineligibility",catalog_complete;structural_task_eligibility;progress_preservation,collection_unresolved_marker,NO_SCOPE_CHANGE_ASSUMED,cope_benchmark/repeated_v2/task_catalog.py:211,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0142,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task 1: unresolved supported_event_families,supported_event_families,,,No task support declaration; validator demands all ten per task,PER_TASK,T01:supported_event_families,T01:supported_event_families,G-SCOPE;G-MEASUREMENT,REQUIRES_SCOPE_DECISION_AND_EVIDENCE,Actual task-specific supported/unsupported family map; explicit review of all-ten validator conflict; never copy global library as support evidence,catalog_complete;task_eligibility;schedule_support,collection_unresolved_marker,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:211,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0143,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task 1: unverified event feasibility GOAL_RECEPTACLE_OR_GROUNDING_CHANGED,event_feasibility,GOAL_RECEPTACLE_OR_GROUNDING_CHANGED,,Empty event_feasibility collection,PER_TASK,T01:event_feasibility,T01:event_feasibility:GOAL_RECEPTACLE_OR_GROUNDING_CHANGED,G-MEASUREMENT;G-SCOPE,MEASURE_OR_RECOVER_AUTHENTIC_EVIDENCE,"Explicit passed true/false, evidence_refs and covered_state_ids0..4 for each applicable task/family under current code; real simulator/safety evidence",catalog_complete;event_feasibility;task_eligibility,primary_absent_family_certificate,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:255,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0144,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task 1: unverified event feasibility TARGET_OBJECT_DISPLACED,event_feasibility,TARGET_OBJECT_DISPLACED,,Empty event_feasibility collection,PER_TASK,T01:event_feasibility,T01:event_feasibility:TARGET_OBJECT_DISPLACED,G-MEASUREMENT;G-SCOPE,MEASURE_OR_RECOVER_AUTHENTIC_EVIDENCE,"Explicit passed true/false, evidence_refs and covered_state_ids0..4 for each applicable task/family under current code; real simulator/safety evidence",catalog_complete;event_feasibility;task_eligibility,primary_absent_family_certificate,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:255,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0145,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task 1: unverified event feasibility TEMPORARY_NO_GO_APPEARS,event_feasibility,TEMPORARY_NO_GO_APPEARS,,Empty event_feasibility collection,PER_TASK,T01:event_feasibility,T01:event_feasibility:TEMPORARY_NO_GO_APPEARS,G-MEASUREMENT;G-SCOPE,MEASURE_OR_RECOVER_AUTHENTIC_EVIDENCE,"Explicit passed true/false, evidence_refs and covered_state_ids0..4 for each applicable task/family under current code; real simulator/safety evidence",catalog_complete;event_feasibility;task_eligibility,primary_absent_family_certificate,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:255,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0146,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task 1: unverified event feasibility TEMPORARY_NO_GO_CLEARS,event_feasibility,TEMPORARY_NO_GO_CLEARS,,Empty event_feasibility collection,PER_TASK,T01:event_feasibility,T01:event_feasibility:TEMPORARY_NO_GO_CLEARS,G-MEASUREMENT;G-SCOPE,MEASURE_OR_RECOVER_AUTHENTIC_EVIDENCE,"Explicit passed true/false, evidence_refs and covered_state_ids0..4 for each applicable task/family under current code; real simulator/safety evidence",catalog_complete;event_feasibility;task_eligibility,primary_absent_family_certificate,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:255,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0147,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task 1: unverified event feasibility TOOL_OR_TARGET_AVAILABLE_AGAIN,event_feasibility,TOOL_OR_TARGET_AVAILABLE_AGAIN,,Empty event_feasibility collection,PER_TASK,T01:event_feasibility,T01:event_feasibility:TOOL_OR_TARGET_AVAILABLE_AGAIN,G-MEASUREMENT;G-SCOPE,MEASURE_OR_RECOVER_AUTHENTIC_EVIDENCE,"Explicit passed true/false, evidence_refs and covered_state_ids0..4 for each applicable task/family under current code; real simulator/safety evidence",catalog_complete;event_feasibility;task_eligibility,primary_absent_family_certificate,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:255,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0148,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task 1: unverified event feasibility TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE,event_feasibility,TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE,,Empty event_feasibility collection,PER_TASK,T01:event_feasibility,T01:event_feasibility:TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE,G-MEASUREMENT;G-SCOPE,MEASURE_OR_RECOVER_AUTHENTIC_EVIDENCE,"Explicit passed true/false, evidence_refs and covered_state_ids0..4 for each applicable task/family under current code; real simulator/safety evidence",catalog_complete;event_feasibility;task_eligibility,primary_absent_family_certificate,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:255,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0149,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task 1: unverified event feasibility USER_ADDS_PERSISTENT_PREFERENCE,event_feasibility,USER_ADDS_PERSISTENT_PREFERENCE,,Empty event_feasibility collection,PER_TASK,T01:event_feasibility,T01:event_feasibility:USER_ADDS_PERSISTENT_PREFERENCE,G-MEASUREMENT;G-SCOPE,MEASURE_OR_RECOVER_AUTHENTIC_EVIDENCE,"Explicit passed true/false, evidence_refs and covered_state_ids0..4 for each applicable task/family under current code; real simulator/safety evidence",catalog_complete;event_feasibility;task_eligibility,primary_absent_family_certificate,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:255,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0150,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task 1: unverified event feasibility USER_CANCELS_ACTIVE_GOAL,event_feasibility,USER_CANCELS_ACTIVE_GOAL,,Empty event_feasibility collection,PER_TASK,T01:event_feasibility,T01:event_feasibility:USER_CANCELS_ACTIVE_GOAL,G-MEASUREMENT;G-SCOPE,MEASURE_OR_RECOVER_AUTHENTIC_EVIDENCE,"Explicit passed true/false, evidence_refs and covered_state_ids0..4 for each applicable task/family under current code; real simulator/safety evidence",catalog_complete;event_feasibility;task_eligibility,primary_absent_family_certificate,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:255,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0151,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task 1: unverified event feasibility USER_REISSUES_RETIRED_GOAL,event_feasibility,USER_REISSUES_RETIRED_GOAL,,Empty event_feasibility collection,PER_TASK,T01:event_feasibility,T01:event_feasibility:USER_REISSUES_RETIRED_GOAL,G-MEASUREMENT;G-SCOPE,MEASURE_OR_RECOVER_AUTHENTIC_EVIDENCE,"Explicit passed true/false, evidence_refs and covered_state_ids0..4 for each applicable task/family under current code; real simulator/safety evidence",catalog_complete;event_feasibility;task_eligibility,primary_absent_family_certificate,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:255,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0152,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task 1: unverified event feasibility USER_REPLACES_ACTIVE_GOAL,event_feasibility,USER_REPLACES_ACTIVE_GOAL,,Empty event_feasibility collection,PER_TASK,T01:event_feasibility,T01:event_feasibility:USER_REPLACES_ACTIVE_GOAL,G-MEASUREMENT;G-SCOPE,MEASURE_OR_RECOVER_AUTHENTIC_EVIDENCE,"Explicit passed true/false, evidence_refs and covered_state_ids0..4 for each applicable task/family under current code; real simulator/safety evidence",catalog_complete;event_feasibility;task_eligibility,primary_absent_family_certificate,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:255,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0153,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task 1: unverified structural check completed_milestone_preservable,structural_and_milestones,,,No structural/milestone evidence dossier; BDDL predicates are candidates only,PER_TASK,T01:structural_and_milestones,T01:structural_and_milestones,G-MEASUREMENT,AUTHOR_AND_MEASURE_NO_AUTOFILL,"Four structural decisions with evidence_refs; >=2 distinct independently verifiable milestones, >=1 preservable; task5 needs a valid second milestone or documented ineligibility",catalog_complete;structural_task_eligibility;progress_preservation,structural_checks_share_task_dossier,NO_SCOPE_CHANGE_ASSUMED,cope_benchmark/repeated_v2/task_catalog.py:246,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0154,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task 1: unverified structural check cross_skill_requirement_or_persistent_preference,structural_and_milestones,,,No structural/milestone evidence dossier; BDDL predicates are candidates only,PER_TASK,T01:structural_and_milestones,T01:structural_and_milestones,G-MEASUREMENT,AUTHOR_AND_MEASURE_NO_AUTOFILL,"Four structural decisions with evidence_refs; >=2 distinct independently verifiable milestones, >=1 preservable; task5 needs a valid second milestone or documented ineligibility",catalog_complete;structural_task_eligibility;progress_preservation,structural_checks_share_task_dossier,NO_SCOPE_CHANGE_ASSUMED,cope_benchmark/repeated_v2/task_catalog.py:246,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0155,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task 1: unverified structural check safe_changeable_grounding,structural_and_milestones,,,No structural/milestone evidence dossier; BDDL predicates are candidates only,PER_TASK,T01:structural_and_milestones,T01:structural_and_milestones,G-MEASUREMENT,AUTHOR_AND_MEASURE_NO_AUTOFILL,"Four structural decisions with evidence_refs; >=2 distinct independently verifiable milestones, >=1 preservable; task5 needs a valid second milestone or documented ineligibility",catalog_complete;structural_task_eligibility;progress_preservation,structural_checks_share_task_dossier,NO_SCOPE_CHANGE_ASSUMED,cope_benchmark/repeated_v2/task_catalog.py:246,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0156,1,LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,task 1: unverified structural check two_independently_verifiable_milestones,structural_and_milestones,,,No structural/milestone evidence dossier; BDDL predicates are candidates only,PER_TASK,T01:structural_and_milestones,T01:structural_and_milestones,G-MEASUREMENT,AUTHOR_AND_MEASURE_NO_AUTOFILL,"Four structural decisions with evidence_refs; >=2 distinct independently verifiable milestones, >=1 preservable; task5 needs a valid second milestone or documented ineligibility",catalog_complete;structural_task_eligibility;progress_preservation,structural_checks_share_task_dossier,NO_SCOPE_CHANGE_ASSUMED,cope_benchmark/repeated_v2/task_catalog.py:246,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0157,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,task 2: all ten event families require explicit support/feasibility,supported_event_families,,,No task support declaration; validator demands all ten per task,PER_TASK,T02:supported_event_families,T02:supported_event_families,G-SCOPE;G-MEASUREMENT,REQUIRES_SCOPE_DECISION_AND_EVIDENCE,Actual task-specific supported/unsupported family map; explicit review of all-ten validator conflict; never copy global library as support evidence,catalog_complete;task_eligibility;schedule_support,support_declaration_and_scope_check,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:253,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0158,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,task 2: calibration must use one checkpoint_sha256,calibration_records,,,Zero authentic v2 calibration records; identity-cardinality errors are empty-set cascades,PER_TASK,T02:calibration_records,T02:calibration_records,G-POLICY;G-RUNTIME,MEASURE_OR_RECOVER_AUTHENTIC_EVIDENCE,"10 clean learned/nonprivileged outcomes per task: states0..4 x seeds101,131; horizon260; terminal outcome including failures; shared policy/checkpoint/protocol; unique raw trace hashes",catalog_complete;clean_policy_calibration;task_eligibility,empty_collection_consistency_cascade,NO_SCOPE_CHANGE_ASSUMED,cope_benchmark/repeated_v2/task_calibration.py:175,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0159,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,task 2: calibration must use one policy_id,calibration_records,,,Zero authentic v2 calibration records; identity-cardinality errors are empty-set cascades,PER_TASK,T02:calibration_records,T02:calibration_records,G-POLICY;G-RUNTIME,MEASURE_OR_RECOVER_AUTHENTIC_EVIDENCE,"10 clean learned/nonprivileged outcomes per task: states0..4 x seeds101,131; horizon260; terminal outcome including failures; shared policy/checkpoint/protocol; unique raw trace hashes",catalog_complete;clean_policy_calibration;task_eligibility,empty_collection_consistency_cascade,NO_SCOPE_CHANGE_ASSUMED,cope_benchmark/repeated_v2/task_calibration.py:175,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0160,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,task 2: calibration must use one protocol_sha256,calibration_records,,,Zero authentic v2 calibration records; identity-cardinality errors are empty-set cascades,PER_TASK,T02:calibration_records,T02:calibration_records,G-POLICY;G-RUNTIME,MEASURE_OR_RECOVER_AUTHENTIC_EVIDENCE,"10 clean learned/nonprivileged outcomes per task: states0..4 x seeds101,131; horizon260; terminal outcome including failures; shared policy/checkpoint/protocol; unique raw trace hashes",catalog_complete;clean_policy_calibration;task_eligibility,empty_collection_consistency_cascade,NO_SCOPE_CHANGE_ASSUMED,cope_benchmark/repeated_v2/task_calibration.py:175,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0161,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,task 2: calibration must use one provenance_kind,calibration_records,,,Zero authentic v2 calibration records; identity-cardinality errors are empty-set cascades,PER_TASK,T02:calibration_records,T02:calibration_records,G-POLICY;G-RUNTIME,MEASURE_OR_RECOVER_AUTHENTIC_EVIDENCE,"10 clean learned/nonprivileged outcomes per task: states0..4 x seeds101,131; horizon260; terminal outcome including failures; shared policy/checkpoint/protocol; unique raw trace hashes",catalog_complete;clean_policy_calibration;task_eligibility,empty_collection_consistency_cascade,NO_SCOPE_CHANGE_ASSUMED,cope_benchmark/repeated_v2/task_calibration.py:175,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0162,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,task 2: fewer than two independently verified distinct milestone predicates,structural_and_milestones,,,No structural/milestone evidence dossier; BDDL predicates are candidates only,PER_TASK,T02:structural_and_milestones,T02:structural_and_milestones,G-MEASUREMENT,AUTHOR_AND_MEASURE_NO_AUTOFILL,"Four structural decisions with evidence_refs; >=2 distinct independently verifiable milestones, >=1 preservable; task5 needs a valid second milestone or documented ineligibility",catalog_complete;structural_task_eligibility;progress_preservation,structural_checks_share_task_dossier,NO_SCOPE_CHANGE_ASSUMED,cope_benchmark/repeated_v2/task_catalog.py:238,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0163,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,"task 2: incomplete calibration grid: expected 10 cells, missing [(0, 101), (0, 131), (1, 101), (1, 131), (2, 101), (2, 131), (3, 101), (3, 131), (4, 101), (4, 131)], unexpected []",calibration_records,,,Zero authentic v2 calibration records; identity-cardinality errors are empty-set cascades,PER_TASK,T02:calibration_records,T02:calibration_records,G-POLICY;G-RUNTIME,MEASURE_OR_RECOVER_AUTHENTIC_EVIDENCE,"10 clean learned/nonprivileged outcomes per task: states0..4 x seeds101,131; horizon260; terminal outcome including failures; shared policy/checkpoint/protocol; unique raw trace hashes",catalog_complete;clean_policy_calibration;task_eligibility,primary_absent_grid,NO_SCOPE_CHANGE_ASSUMED,cope_benchmark/repeated_v2/task_calibration.py:173,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0164,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,"task 2: invalid semantic trigger GOAL_RECEPTACLE_OR_GROUNDING_CHANGED: BLOCKED_TASK_CATALOG_GAP: missing trigger fields ['earliest_policy_step', 'latest_policy_step', 'min_steps_since_previous_event', 'physical_feasibility_guard', 'predicate']",semantic_triggers,GOAL_RECEPTACLE_OR_GROUNDING_CHANGED,,Empty semantic_triggers collection,PER_TASK,T02:semantic_triggers,T02:semantic_triggers:GOAL_RECEPTACLE_OR_GROUNDING_CHANGED,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_VERIFY,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,catalog_complete;semantic_schedule;fresh_event_observation,primary_absent_trigger,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:259,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0165,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,"task 2: invalid semantic trigger TARGET_OBJECT_DISPLACED: BLOCKED_TASK_CATALOG_GAP: missing trigger fields ['earliest_policy_step', 'latest_policy_step', 'min_steps_since_previous_event', 'physical_feasibility_guard', 'predicate']",semantic_triggers,TARGET_OBJECT_DISPLACED,,Empty semantic_triggers collection,PER_TASK,T02:semantic_triggers,T02:semantic_triggers:TARGET_OBJECT_DISPLACED,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_VERIFY,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,catalog_complete;semantic_schedule;fresh_event_observation,primary_absent_trigger,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:259,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0166,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,"task 2: invalid semantic trigger TEMPORARY_NO_GO_APPEARS: BLOCKED_TASK_CATALOG_GAP: missing trigger fields ['earliest_policy_step', 'latest_policy_step', 'min_steps_since_previous_event', 'physical_feasibility_guard', 'predicate']",semantic_triggers,TEMPORARY_NO_GO_APPEARS,,Empty semantic_triggers collection,PER_TASK,T02:semantic_triggers,T02:semantic_triggers:TEMPORARY_NO_GO_APPEARS,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_VERIFY,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,catalog_complete;semantic_schedule;fresh_event_observation,primary_absent_trigger,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:259,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0167,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,"task 2: invalid semantic trigger TEMPORARY_NO_GO_CLEARS: BLOCKED_TASK_CATALOG_GAP: missing trigger fields ['earliest_policy_step', 'latest_policy_step', 'min_steps_since_previous_event', 'physical_feasibility_guard', 'predicate']",semantic_triggers,TEMPORARY_NO_GO_CLEARS,,Empty semantic_triggers collection,PER_TASK,T02:semantic_triggers,T02:semantic_triggers:TEMPORARY_NO_GO_CLEARS,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_VERIFY,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,catalog_complete;semantic_schedule;fresh_event_observation,primary_absent_trigger,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:259,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
GAP-0168,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,"task 2: invalid semantic trigger TOOL_OR_TARGET_AVAILABLE_AGAIN: BLOCKED_TASK_CATALOG_GAP: missing trigger fields ['earliest_policy_step', 'latest_policy_step', 'min_steps_since_previous_event', 'physical_feasibility_guard', 'predicate']",semantic_triggers,TOOL_OR_TARGET_AVAILABLE_AGAIN,,Empty semantic_triggers collection,PER_TASK,T02:semantic_triggers,T02:semantic_triggers:TOOL_OR_TARGET_AVAILABLE_AGAIN,G-MEASUREMENT;G-SCOPE,AUTHOR_AND_VERIFY,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,catalog_complete;semantic_schedule;fresh_event_observation,primary_absent_trigger,PER_TASK_ALL_TEN_IMPLEMENTATION_CONFLICT,cope_benchmark/repeated_v2/task_catalog.py:259,research/repeated_v2_formal_readiness_20260906/CURRENT_PREFLIGHT.txt,78da922e4dbd1411f1aa91846b88fc5d621be4856faf76cd87ca864eeeb0348c
