case_id,family,disposition,arm,call_order_position,provider_status,provider_error,parser_valid,semantic_correct,unsafe_mutation_attempt,input_hash,common_input_bytes_sha256,normalized_request_sha256,fairness_pass,response_sha256,prompt_tokens,completion_tokens,proposal_bytes,latency_seconds,retry_count,parse_or_validation_error,model,reasoning_effort,temperature,seed,max_completion_tokens,timeout_seconds,retry_budget,repair_budget,fallback_used,oracle_substitution
X16-CC01,continuity conflict,APPLY,compact_tx,2,ok,,True,False,True,ec3320985e3525308fb4743520702c0835483b5ab3faea26e6edf4b4f3e90fe4,45439f16152a9bcd4c4b63f8ebdd0237d480d366202f0fd9ab688d0d0c5d2518,3c41b23242f9b96e46208aba93f3f71bb5c9097c084b56f74c7c9022d3c07548,True,c243d0edd9a3d3919bd2b1f732ff3f968e04709ff7817af929b0f7f02f9ad487,801,105,388,1.211508,0,"ValueError:expected one record carry_hot_part, got 0",qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-CC01,continuity conflict,APPLY,fsr_pc,3,ok,,True,False,True,ec3320985e3525308fb4743520702c0835483b5ab3faea26e6edf4b4f3e90fe4,45439f16152a9bcd4c4b63f8ebdd0237d480d366202f0fd9ab688d0d0c5d2518,3c41b23242f9b96e46208aba93f3f71bb5c9097c084b56f74c7c9022d3c07548,True,23c04a17eb78e56b49019c8ce9385dee72dc4eef128a58f89ca3ecbdcfa728c7,721,332,660,2.440435,0,ValueError:candidate differs from canonical post-state,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-CC02,continuity conflict,ABSTAIN,compact_tx,1,ok,,True,False,False,1ef4b0237ad8defcd2f936abf9630d203002cce906d2053c60557d430276434f,891701b8fccc13d4130c57340b5ca5c654a76c13ea88f07b7e88ad7526d9bb3f,fba25daeebe84d30006dc43f81f7d64813974d3806b5105eb11f2fa7e61422bc,True,327920b578835c854216fbbbaf11b299c6fe9969f73d0f4ed303307120d0da77,802,52,154,0.872729,0,ValueError:oracle reason_code mismatch,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-CC02,continuity conflict,ABSTAIN,cope,2,ok,,True,False,False,1ef4b0237ad8defcd2f936abf9630d203002cce906d2053c60557d430276434f,891701b8fccc13d4130c57340b5ca5c654a76c13ea88f07b7e88ad7526d9bb3f,fba25daeebe84d30006dc43f81f7d64813974d3806b5105eb11f2fa7e61422bc,True,cffb18b06276051d80440b502493389bdbc0803aafed5dc8147337b28713acf2,772,77,158,0.930127,0,ValueError:oracle reason_code mismatch,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-CC02,continuity conflict,ABSTAIN,fsr_pc,3,ok,,True,False,False,1ef4b0237ad8defcd2f936abf9630d203002cce906d2053c60557d430276434f,891701b8fccc13d4130c57340b5ca5c654a76c13ea88f07b7e88ad7526d9bb3f,fba25daeebe84d30006dc43f81f7d64813974d3806b5105eb11f2fa7e61422bc,True,3ea95b920d06df467c29a49ab4c57e49dc42c25a313e6d73f2c64d98f9e657c6,722,341,678,2.254430,0,ValueError:oracle reason_code mismatch,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-CV01,continuity-valid recovery,APPLY,cope,1,ok,,True,False,True,1420b16fe3a42e96a29193b7d44776f500ec6e120dda62fc02b795b3de4edffe,20ad1d006ea825464c3c6ba676d171394d6e22676d47ea4871b5e2539f6ea3f1,b5248fff85a0844f8985273a61b126cb9e305eb8d6ba08eb18583c9ff2b67cf8,True,5bfd3467535927591f0e5c7efb81937dd45bd4b3c0a44207343db8a4484c13ae,779,148,282,1.627188,0,KeyError:'op',qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-CV01,continuity-valid recovery,APPLY,compact_tx,2,ok,,True,False,True,1420b16fe3a42e96a29193b7d44776f500ec6e120dda62fc02b795b3de4edffe,20ad1d006ea825464c3c6ba676d171394d6e22676d47ea4871b5e2539f6ea3f1,b5248fff85a0844f8985273a61b126cb9e305eb8d6ba08eb18583c9ff2b67cf8,True,b0a3193ac03bad2e77090b316132a9f562212a92625b6759dd0fd71e88201407,809,97,327,0.953502,0,ValueError:candidate differs from canonical post-state,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-CV01,continuity-valid recovery,APPLY,fsr_pc,3,ok,,True,False,True,1420b16fe3a42e96a29193b7d44776f500ec6e120dda62fc02b795b3de4edffe,20ad1d006ea825464c3c6ba676d171394d6e22676d47ea4871b5e2539f6ea3f1,b5248fff85a0844f8985273a61b126cb9e305eb8d6ba08eb18583c9ff2b67cf8,True,dfac9c1499188543a2e15ef9af97cea5eccaef2dabcd0058e1ba2c92fa6c2a93,729,347,668,2.609852,0,ValueError:candidate differs from canonical post-state,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-CV02,continuity-valid recovery,APPLY,cope,1,ok,,True,False,True,8565fb3c533df3dcff91533bb152ba356eb0694a80bef165744ab9fd47d58206,84d1d4b9f254c0bb3b5b8b3389d7567e36068e9e2be028938f827b316f0744b5,58d81b883b12023dd910c8e26b7afe11a89730fe673775b5cbcd9c9b46029bee,True,07ecefbdabb1a09967c7366d87c53c55dfcd482226da7cca92df9baaa65d638e,813,292,612,1.892631,0,KeyError:'op',qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-CV02,continuity-valid recovery,APPLY,fsr_pc,2,ok,,True,False,True,8565fb3c533df3dcff91533bb152ba356eb0694a80bef165744ab9fd47d58206,84d1d4b9f254c0bb3b5b8b3389d7567e36068e9e2be028938f827b316f0744b5,58d81b883b12023dd910c8e26b7afe11a89730fe673775b5cbcd9c9b46029bee,True,21a026c36147dca2e443f5a52406e6fc7fb6e627f05c33028af824c97a47a448,763,428,843,2.798231,0,ValueError:candidate differs from canonical post-state,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-CV02,continuity-valid recovery,APPLY,compact_tx,3,ok,,True,False,True,8565fb3c533df3dcff91533bb152ba356eb0694a80bef165744ab9fd47d58206,84d1d4b9f254c0bb3b5b8b3389d7567e36068e9e2be028938f827b316f0744b5,58d81b883b12023dd910c8e26b7afe11a89730fe673775b5cbcd9c9b46029bee,True,74f8b66996c5de3fab36494bfcf545b6edebaf065713b02eebb4592040d25293,843,129,496,1.915633,0,ValueError:candidate differs from canonical post-state,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-M01,multi-commitment dependency,APPLY,compact_tx,1,ok,,True,False,True,0f67f8d0103f826dcc6296749e1fa6fef0179e69b9ea259e674b8242aa9963df,376075e361778cfbc83f6f7df3afdfceef572a7d06680cd0e509347a2d73828f,7b80dab63a9eb4086df6dcd696d2106247eb23827abb6680ca500d418172df61,True,404b4dded45a28c2c35e7d1af08ed187c941154420df7c48ba116afddef5763b,895,139,530,1.358496,0,ValueError:compact path invalid: /processed_events/+,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-M01,multi-commitment dependency,APPLY,cope,2,ok,,True,False,True,0f67f8d0103f826dcc6296749e1fa6fef0179e69b9ea259e674b8242aa9963df,376075e361778cfbc83f6f7df3afdfceef572a7d06680cd0e509347a2d73828f,7b80dab63a9eb4086df6dcd696d2106247eb23827abb6680ca500d418172df61,True,1c7f128e2ebdc0a6d891e422a7c681c88cf6a306e02ec4fdc988c016632e4332,865,212,415,1.511494,0,KeyError:'op',qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-M01,multi-commitment dependency,APPLY,fsr_pc,3,ok,,True,False,True,0f67f8d0103f826dcc6296749e1fa6fef0179e69b9ea259e674b8242aa9963df,376075e361778cfbc83f6f7df3afdfceef572a7d06680cd0e509347a2d73828f,7b80dab63a9eb4086df6dcd696d2106247eb23827abb6680ca500d418172df61,True,47c90b98cdcf67f225adf00fa9dacd4cf379038e67cb24e3ad7c290487dfa5d8,815,522,1108,2.827859,0,ValueError:candidate differs from canonical post-state,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-M02,multi-commitment dependency,APPLY,fsr_pc,1,ok,,True,False,True,25ccd7efb818cf37dd6732b436f9547676cf369caf2a51d2068332b449821d8f,a2ead5b63f65e9f8dc694947fcb5158fe6401f19787eb220f31652563277f6c0,0b744077b79e5af0798b8e1df6251babbc290972534412967790cea268c1349d,True,95936bf9a79ec56fd66269b3a419b890b34c6938784b2bccc64780c324b9a185,797,460,972,2.720181,0,ValueError:candidate differs from canonical post-state,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-M02,multi-commitment dependency,APPLY,compact_tx,2,ok,,True,False,True,25ccd7efb818cf37dd6732b436f9547676cf369caf2a51d2068332b449821d8f,a2ead5b63f65e9f8dc694947fcb5158fe6401f19787eb220f31652563277f6c0,0b744077b79e5af0798b8e1df6251babbc290972534412967790cea268c1349d,True,3e83b46ecb96e489b4ad946ea6d26c830688235fdc3fe121124de2d0591431e4,877,121,452,1.272143,0,ValueError:compact path invalid: /actions/+,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-M02,multi-commitment dependency,APPLY,cope,3,ok,,True,False,True,25ccd7efb818cf37dd6732b436f9547676cf369caf2a51d2068332b449821d8f,a2ead5b63f65e9f8dc694947fcb5158fe6401f19787eb220f31652563277f6c0,0b744077b79e5af0798b8e1df6251babbc290972534412967790cea268c1349d,True,ff1932cd100148160cc494bfd7de86ed1b85235bc1e67c13139afaca507fa911,847,176,326,1.671755,0,KeyError:'op',qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-PP01,partial progress preservation,APPLY,compact_tx,1,ok,,True,False,True,428b7e6d6eabe1c9901042efaae12d9f2b1c01aa837f1bab04122791f3c71c7f,dcb513847bf8f514ea84f48b00ab9061990b78c0059dab8ef037411fa069f95b,1630eae5bf06ac52cfd95143de0b632cbd5c75de8d3c180a1af0f05ac38fc366,True,48cc550476f1070ecf994f5d827bb50c228963611f8be7af42e8e6f52b2c26b0,918,147,543,1.802044,0,ValueError:compact path invalid: /processed_events/+,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-PP01,partial progress preservation,APPLY,cope,2,ok,,True,False,True,428b7e6d6eabe1c9901042efaae12d9f2b1c01aa837f1bab04122791f3c71c7f,dcb513847bf8f514ea84f48b00ab9061990b78c0059dab8ef037411fa069f95b,1630eae5bf06ac52cfd95143de0b632cbd5c75de8d3c180a1af0f05ac38fc366,True,6b5ef50c352af7cb9e72ad5da947026adc38d7878ad820987a1f8d3765b9ff19,888,165,333,1.603956,0,KeyError:'op',qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-PP01,partial progress preservation,APPLY,fsr_pc,3,ok,,True,False,False,428b7e6d6eabe1c9901042efaae12d9f2b1c01aa837f1bab04122791f3c71c7f,dcb513847bf8f514ea84f48b00ab9061990b78c0059dab8ef037411fa069f95b,1630eae5bf06ac52cfd95143de0b632cbd5c75de8d3c180a1af0f05ac38fc366,True,3e81b410dad10d423e9f60c7e745a5080e1912b09a8101b500a7dd61e3adc889,838,597,1139,3.499676,0,ValueError:oracle disposition mismatch,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-PP02,partial progress preservation,APPLY,compact_tx,1,ok,,True,False,True,5136d632e0562477c415d4525e0e7f4de3500aeb3f0196673017bf0df3efaeb9,7e1e53c80c1f4e529ec32d4875b2f23c3d714faafbc8d1e81e077b5824490c2a,02c377378a2f83e8309cd16966e392e3a25d16fe3069c203dab48750ab686eb0,True,9fb9f9aced2fb984ee24f52989f0a9623c64255fd0ba032ebb545bf2f802812f,926,144,558,1.617358,0,ValueError:compact path invalid: /commitments/+,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-PP02,partial progress preservation,APPLY,cope,2,ok,,True,False,True,5136d632e0562477c415d4525e0e7f4de3500aeb3f0196673017bf0df3efaeb9,7e1e53c80c1f4e529ec32d4875b2f23c3d714faafbc8d1e81e077b5824490c2a,02c377378a2f83e8309cd16966e392e3a25d16fe3069c203dab48750ab686eb0,True,4c57bdd6f62b876230ba754eb71cae93bb7bf2fd8347d4e9875843a503a91d69,896,473,1060,3.366692,0,KeyError:'op',qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-PP02,partial progress preservation,APPLY,fsr_pc,3,ok,,True,False,False,5136d632e0562477c415d4525e0e7f4de3500aeb3f0196673017bf0df3efaeb9,7e1e53c80c1f4e529ec32d4875b2f23c3d714faafbc8d1e81e077b5824490c2a,02c377378a2f83e8309cd16966e392e3a25d16fe3069c203dab48750ab686eb0,True,368519fac3711bb385992e475e72aaf52d1c727f3dc4534d512e04df173750da,846,530,1146,3.097830,0,ValueError:oracle disposition mismatch,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-E01,concurrent external event,APPLY,fsr_pc,1,ok,,True,False,True,7fefc24a73f54d6cfb41796660611bb8a344ad4c2f1c102b8e2d6b53d8d7ab18,58c8d43e7d0f2b1ea2da51adeb7c5e7c29b2db85caee506ea0a335fab0ec7651,54268361e9ff351f731ac015926a89505632c51986794ea1bf5462897fade98f,True,8232532324dbd3b02e87710bc22d4ec1147ade4045fbe4611747aa911583c769,758,447,869,2.581318,0,ValueError:candidate differs from canonical post-state,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-E01,concurrent external event,APPLY,cope,2,ok,,True,False,True,7fefc24a73f54d6cfb41796660611bb8a344ad4c2f1c102b8e2d6b53d8d7ab18,58c8d43e7d0f2b1ea2da51adeb7c5e7c29b2db85caee506ea0a335fab0ec7651,54268361e9ff351f731ac015926a89505632c51986794ea1bf5462897fade98f,True,c4a1415843f93b56d93fa02ef5323451bdc1bb739f822fbb3a09473afed1c184,808,189,362,2.024385,0,KeyError:'op',qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-E01,concurrent external event,APPLY,compact_tx,3,ok,,True,False,True,7fefc24a73f54d6cfb41796660611bb8a344ad4c2f1c102b8e2d6b53d8d7ab18,58c8d43e7d0f2b1ea2da51adeb7c5e7c29b2db85caee506ea0a335fab0ec7651,54268361e9ff351f731ac015926a89505632c51986794ea1bf5462897fade98f,True,a6e8fe17dd6345a67f4f20fd3b7cc8313085fbe34e9b62243dc29a877ae59862,838,134,464,1.716157,0,ValueError:record field write op mismatch,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-E02,concurrent external event,ABSTAIN,compact_tx,1,ok,,True,True,False,3dce4e4f4d9ea798c3ed4d9941201241e3516a7978269cef2bc04693210c1ed0,941633c0845e9636aab1eaa28cea82dad066a6463b69a903845a68c3e905f2a9,16cb6f5440126afb494e1961cce97b5c7b727cd2fcfce2c7291ec4d437c6ad22,True,c06a8c3eb2387cbf0f1f9dffa1eb90f67ec0b276c7e257e26cc654d8c5a61afb,788,49,150,0.841478,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-E02,concurrent external event,ABSTAIN,fsr_pc,2,ok,,True,True,False,3dce4e4f4d9ea798c3ed4d9941201241e3516a7978269cef2bc04693210c1ed0,941633c0845e9636aab1eaa28cea82dad066a6463b69a903845a68c3e905f2a9,16cb6f5440126afb494e1961cce97b5c7b727cd2fcfce2c7291ec4d437c6ad22,True,653ee565b1bd1b4a180d345030972d52d2c2f225fbe56b816dd74943814b6c10,708,245,507,2.011149,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-E02,concurrent external event,ABSTAIN,cope,3,ok,,True,True,False,3dce4e4f4d9ea798c3ed4d9941201241e3516a7978269cef2bc04693210c1ed0,941633c0845e9636aab1eaa28cea82dad066a6463b69a903845a68c3e905f2a9,16cb6f5440126afb494e1961cce97b5c7b727cd2fcfce2c7291ec4d437c6ad22,True,2f44ca24700d406675134b632fa813edb09895e8532ffc1d3aa1095aace7631d,758,74,154,1.060039,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-OR01,obsolete replacement,NO_OP,fsr_pc,1,ok,,True,True,False,ead010219c893fdcdba18de1c3fa3802a326cc4fe6cd875b1a099b2595a2a03f,6506fa3cbf793c1cb5a8d13d6482fea4e2998db0f3a66a94ff5338452e6b6b2b,12f383378007c0a5fa74c79847325cf20f79248b43bc00578b5c7a4e546c7641,True,e2ef804badf3d81787a5f4435c4623b4af906291545dd54fae1b53e374ea7700,744,343,736,2.425818,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-OR01,obsolete replacement,NO_OP,compact_tx,2,ok,,True,False,False,ead010219c893fdcdba18de1c3fa3802a326cc4fe6cd875b1a099b2595a2a03f,6506fa3cbf793c1cb5a8d13d6482fea4e2998db0f3a66a94ff5338452e6b6b2b,12f383378007c0a5fa74c79847325cf20f79248b43bc00578b5c7a4e546c7641,True,ed3970aa80275f38af38217d866dcb7d019184e3bd4858de555634cbdc23d7e3,824,51,150,0.940411,0,ValueError:oracle reason_code mismatch,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-OR01,obsolete replacement,NO_OP,cope,3,ok,,True,True,False,ead010219c893fdcdba18de1c3fa3802a326cc4fe6cd875b1a099b2595a2a03f,6506fa3cbf793c1cb5a8d13d6482fea4e2998db0f3a66a94ff5338452e6b6b2b,12f383378007c0a5fa74c79847325cf20f79248b43bc00578b5c7a4e546c7641,True,f8360f41de2b986a2fb2726a3728915bb9a8255ab02d565824c310349d5cd399,794,73,159,0.934135,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-OR02,obsolete replacement,REJECT,compact_tx,1,ok,,True,False,False,32eb8d066124341082d2063f189dee980544fe0064e3b801bb5374c012ad46c9,a29746e6e9e40eed1e81278d8fbafc743ac43fc68bb855d6c8b3c8dbc51ef14f,b31ee06f437a7d8d9776e36c841cf261d0775d225889369c166102404cdebc7d,True,afbc1f5ca7d438bbfac208bd64b749ae2238cd3c629f2f35e42ea6ed11c28f8a,780,52,157,0.704847,0,ValueError:oracle reason_code mismatch,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-OR02,obsolete replacement,REJECT,cope,2,ok,,True,False,False,32eb8d066124341082d2063f189dee980544fe0064e3b801bb5374c012ad46c9,a29746e6e9e40eed1e81278d8fbafc743ac43fc68bb855d6c8b3c8dbc51ef14f,b31ee06f437a7d8d9776e36c841cf261d0775d225889369c166102404cdebc7d,True,dc456863c94b80e889e806980128bbb752f6f525d714024eabcd8e73dd273cd2,750,77,161,0.880266,0,ValueError:oracle reason_code mismatch,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-OR02,obsolete replacement,REJECT,fsr_pc,3,ok,,True,False,False,32eb8d066124341082d2063f189dee980544fe0064e3b801bb5374c012ad46c9,a29746e6e9e40eed1e81278d8fbafc743ac43fc68bb855d6c8b3c8dbc51ef14f,b31ee06f437a7d8d9776e36c841cf261d0775d225889369c166102404cdebc7d,True,2c84e0e3eff1ec25127c37033d8a55336d65962dba38280be26713fab28f2ba2,700,269,550,1.747200,0,ValueError:oracle reason_code mismatch,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-AS01,already-satisfied goal,NO_OP,cope,1,ok,,True,True,False,461f4ce3e826a60339539455c961dccfe5f75a3333b27f8639a1ebda1b40f9d2,b2254648ba7fc0af1ed89eb868b20fbdb21d1223461aca2efe3537c1c9290a76,01cc92d057e9c70f6f6d599c3cc10616023e44d7c5a17f5120d23235826d1b38,True,78e5d4ef3e45340d967f241778231b2d252e27293f2c65c8bd57a5b40c1a1cb7,727,76,154,0.816011,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-AS01,already-satisfied goal,NO_OP,compact_tx,2,ok,,True,True,False,461f4ce3e826a60339539455c961dccfe5f75a3333b27f8639a1ebda1b40f9d2,b2254648ba7fc0af1ed89eb868b20fbdb21d1223461aca2efe3537c1c9290a76,01cc92d057e9c70f6f6d599c3cc10616023e44d7c5a17f5120d23235826d1b38,True,e8a26de2adf8ebccc799ff64b9925eb8602baf3ca30e57b23035bae16bcfbc6b,757,51,150,3.853725,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-AS01,already-satisfied goal,NO_OP,fsr_pc,3,ok,,True,True,False,461f4ce3e826a60339539455c961dccfe5f75a3333b27f8639a1ebda1b40f9d2,b2254648ba7fc0af1ed89eb868b20fbdb21d1223461aca2efe3537c1c9290a76,01cc92d057e9c70f6f6d599c3cc10616023e44d7c5a17f5120d23235826d1b38,True,e0d24bab517b47fbe16ca02a898fde2785b1b3a6bbe9d4909fb5fc010d032515,677,255,527,1.834654,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-AS02,already-satisfied goal,APPLY,fsr_pc,1,ok,,True,False,True,68dd8caa765ef16c3f8087f793eb80e6aaba1decc924d372c93ad398c3584fcd,57643d0692e1deed419189b4baa5c060981a517b49b82788361391ebe5f506e7,d0e93162a0db7037bdde4a7b213e4681f6c300e5c9d83fe5763dadc00d8c527d,True,44c079a1740278e6d5d5817c3c930f0512e4e60ee142195d26d38912189dc354,693,277,532,2.004463,0,ValueError:candidate differs from canonical post-state,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-AS02,already-satisfied goal,APPLY,compact_tx,2,ok,,True,False,True,68dd8caa765ef16c3f8087f793eb80e6aaba1decc924d372c93ad398c3584fcd,57643d0692e1deed419189b4baa5c060981a517b49b82788361391ebe5f506e7,d0e93162a0db7037bdde4a7b213e4681f6c300e5c9d83fe5763dadc00d8c527d,True,6fae3f24aed0f033e9387693ab90d39d860ac68158e28a91c6c42a2b2362265f,773,338,646,2.288539,0,AttributeError:'NoneType' object has no attribute 'get',qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-AS02,already-satisfied goal,APPLY,cope,3,ok,,True,False,True,68dd8caa765ef16c3f8087f793eb80e6aaba1decc924d372c93ad398c3584fcd,57643d0692e1deed419189b4baa5c060981a517b49b82788361391ebe5f506e7,d0e93162a0db7037bdde4a7b213e4681f6c300e5c9d83fe5763dadc00d8c527d,True,a6b0f5482a69fd94ceec8d1c5782296d5f49a9aa4a7abbf61c37bba2b8f2fed6,743,252,501,1.604942,0,KeyError:'op',qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-CO01,contradictory observation,ABSTAIN,cope,1,ok,,True,False,False,606a8440880bcd7f65d43defa68cf37d7bba3ae88cab89d6ba45dcf9357947c4,fd3dcb27c71e5167803732466089b187792dc328de4fc0a53a068cf93897d82d,3510918fce55e13a6ebc1c3ff6b08afe81317e37c17ae6da215fcf49cb325922,True,81c95fe62b40ce776e3a2f4c20ce2d426e9629544e7b127a32abdd57638b936b,761,75,155,0.841373,0,ValueError:oracle reason_code mismatch,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-CO01,contradictory observation,ABSTAIN,fsr_pc,2,ok,,True,False,False,606a8440880bcd7f65d43defa68cf37d7bba3ae88cab89d6ba45dcf9357947c4,fd3dcb27c71e5167803732466089b187792dc328de4fc0a53a068cf93897d82d,3510918fce55e13a6ebc1c3ff6b08afe81317e37c17ae6da215fcf49cb325922,True,a8cc34294bdd3f1e57db37dbc2e006d1df6c6401d3439cd96494204e835cc18d,711,256,527,2.307786,0,ValueError:oracle reason_code mismatch,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-CO01,contradictory observation,ABSTAIN,compact_tx,3,ok,,True,False,False,606a8440880bcd7f65d43defa68cf37d7bba3ae88cab89d6ba45dcf9357947c4,fd3dcb27c71e5167803732466089b187792dc328de4fc0a53a068cf93897d82d,3510918fce55e13a6ebc1c3ff6b08afe81317e37c17ae6da215fcf49cb325922,True,05f054f4d3005685e6303e07ec9ecd3c5026dff5db16df7e1ac701d60d24471e,791,50,151,0.821449,0,ValueError:oracle reason_code mismatch,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-CO02,contradictory observation,ABSTAIN,fsr_pc,1,ok,,True,True,False,4530f40d53e733f091a09e6a7e5fa859ec359ef52f689553c3eaece52ade497d,e778038438279b25d5ee9747926ac9d5149202d339129fc6f2a0abb72cf36a86,dc3434ecd96b984d1e0c5074d99325746f189fc67730f921c1967a32f9b3f5eb,True,073e27bf25a0d47880483ece88252f2781102dec8eba73625808a69e8f0ed309,702,254,523,1.804064,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-CO02,contradictory observation,ABSTAIN,cope,2,ok,,True,True,False,4530f40d53e733f091a09e6a7e5fa859ec359ef52f689553c3eaece52ade497d,e778038438279b25d5ee9747926ac9d5149202d339129fc6f2a0abb72cf36a86,dc3434ecd96b984d1e0c5074d99325746f189fc67730f921c1967a32f9b3f5eb,True,5bd746a34e527c162ba30cdd2e5fe79b41fc79160d9cf3a335c258a7ae62c9b2,752,77,158,1.253766,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-CO02,contradictory observation,ABSTAIN,compact_tx,3,ok,,True,True,False,4530f40d53e733f091a09e6a7e5fa859ec359ef52f689553c3eaece52ade497d,e778038438279b25d5ee9747926ac9d5149202d339129fc6f2a0abb72cf36a86,dc3434ecd96b984d1e0c5074d99325746f189fc67730f921c1967a32f9b3f5eb,True,a7e217ead146961ffb06c349e681db93136730f5ea47c8b8507861055b1ec47a,782,52,154,0.765890,0,,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-IS01,irrelevant-state scaling,APPLY,fsr_pc,1,ok,,True,False,True,67afa1128cc5daf474bb5596bc6ba0ef581bdb0b64855d45e85905a048c5f2ae,8cd94bfa2687ee86211a553c9d5b432eee114608b695e7d2c4f505e0c01c45c2,4d4fdc1844e3eba3b6afb031105aebdedff16e537a94418d0b6e5d4e068fe526,True,73184bb2ee4604ce98c20ead5660f2f2888a150284dea4bc72e67d27f1ef1e87,2191,3085,5878,18.222246,0,ValueError:candidate differs from canonical post-state,qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
X16-IS01,irrelevant-state scaling,APPLY,cope,2,ok,,True,False,True,67afa1128cc5daf474bb5596bc6ba0ef581bdb0b64855d45e85905a048c5f2ae,8cd94bfa2687ee86211a553c9d5b432eee114608b695e7d2c4f505e0c01c45c2,4d4fdc1844e3eba3b6afb031105aebdedff16e537a94418d0b6e5d4e068fe526,True,6c9e7f6310b4fd9e7f2539c82e73231c13779d702cbd0927c0bce018cc97d10b,2241,86,288,1.089565,0,KeyError:'op',qwen/qwen3.5-flash-02-23,none,0.0,20260803,8192,90.0,0,0,False,False
