sequence_id,arm,event_index,case_id,triple_index,recurrence_depth,provider_called,retry_count,parser_valid,semantic_valid,canonical_valid,history_valid,directive_valid,proposal_bytes,prompt_tokens,completion_tokens,latency_seconds,failure_class,input_sha256,proposal_sha256,response_sha256,candidate_sha256
occurrence-t03-d1,fsr_pc,1,occurrence-t03-d1,3,1,True,0,True,False,False,False,False,2715,1294,1209,6.685513182543218,OccurrenceSemanticError:post-state is not the canonical occurrence transition,88c76124fa26b6c1ca68a3c9198e3347794023236be85d977da7a387a7f1625b,c0ac8727eff93c95a3e944c6dd12647f60c5b3e69ae8f49c7c1c76266007ef3c,79ca09023b1a657ccb9ba65aee3bfe0df90c4d01d0406fdf42bc8b59f4242ff1,
occurrence-t03-d1,full_replan,1,occurrence-t03-d1,3,1,True,0,True,False,False,False,False,891,1314,404,2.594056874513626,OccurrenceSemanticError:full replan is not occurrence-canonical,88c76124fa26b6c1ca68a3c9198e3347794023236be85d977da7a387a7f1625b,5b947daaafc201bacee479a19d2833f069243d40e6587df6210e2e814682f0ed,90efeb519fae7b9fa7050b50ecbc162c01e3fa0f963540100ac4c312df7a318c,
occurrence-t03-d1,cope,1,occurrence-t03-d1,3,1,True,0,True,True,True,True,True,268,1329,115,1.3033509440720081,,88c76124fa26b6c1ca68a3c9198e3347794023236be85d977da7a387a7f1625b,36a6b61c0fa06eaf0ef491f365ca41ae076218fd4ed4d1872db4550d8156b26d,5546731c36feab9fd51b19706b6821d6dd8b3739f401cfe8f35d7d9a1f6c5336,95c201f6c8e91124043fa2b360eba3106ca1191a4f3900cee65d0f28dc1ee7b6
occurrence-t03-d1,neutral_patch,1,occurrence-t03-d1,3,1,True,0,True,False,False,False,False,1397,1350,698,3.726839560084045,CompactTransactionError:compact write path is not allowlisted,88c76124fa26b6c1ca68a3c9198e3347794023236be85d977da7a387a7f1625b,947ec8898fd1bf68bbd0fd4096a9612479f4980888f6bb304a8ae9ce98686bdb,311fd6b3d5c3ac51ea514a5114ad3321359a0b62a85ba68c07753c97a02f1c70,
occurrence-t03-d2,fsr_pc,1,occurrence-t03-d2,3,2,True,0,True,False,False,False,False,3761,1615,1660,8.423105156980455,OccurrenceSemanticError:post-state is not the canonical occurrence transition,871bfd3531b208f24e4c52535883374657504c9b095c995b4248adbd456d9b7c,797078cddb4e5b7bbc2d72077b7e6dc0118f4ca52f4382b37abc0e962b8a8709,fe44113746d2ed84fdd743db2ed644e3134641752b4b6263b6dc25f7d1aac55c,
occurrence-t03-d2,full_replan,1,occurrence-t03-d2,3,2,True,0,True,False,False,False,False,1018,1635,500,2.8360370649024844,OccurrenceSemanticError:full replan is not occurrence-canonical,871bfd3531b208f24e4c52535883374657504c9b095c995b4248adbd456d9b7c,888786ced2558f2480c077ea6793a9464adb533f5c1a2e6aee6b96de5a89ce58,1f7c6030720938b29ffb9dfebcc72df1aaa3911aecbbbfd16409a98b0fd1174d,
occurrence-t03-d2,cope,1,occurrence-t03-d2,3,2,True,0,True,True,True,True,True,276,1650,116,1.079579820856452,,871bfd3531b208f24e4c52535883374657504c9b095c995b4248adbd456d9b7c,e22249eaf72010b4341d7c57bc041c5768b6baf99cb9559508b2f9c72bb15497,625f9c1492eaf6d35671c723551ed8ead7041ab3a3891f97f3b95fc2e8990a00,33defca0f3a51810eee51fd4861ee29dec9ba3f08cfb9767f68610d555766471
occurrence-t03-d2,neutral_patch,1,occurrence-t03-d2,3,2,True,0,True,False,False,False,False,1698,1671,782,4.271224373020232,OccurrenceSemanticError:neutral transaction is not the minimum canonical write set,871bfd3531b208f24e4c52535883374657504c9b095c995b4248adbd456d9b7c,05bf8a1f1021d47ebe3c63e6a8df4c38d2f1db6b434c54e802c98b0135b11b86,c8df62de88c4f19fc9251699e6254e0d497b09dea82999c7d75b73c9c931e5f0,
occurrence-t03-d2,governed_delta,1,occurrence-t03-d2,3,2,True,0,True,False,False,False,False,1321,1665,656,3.7452821023762226,OccurrenceSemanticError:governed scope and records disagree,871bfd3531b208f24e4c52535883374657504c9b095c995b4248adbd456d9b7c,ec25fd9ec691f94bbc38e520608ead1fbfe9c90d371865ad9bdf5ca50b2c477c,fec65de7251a20d2f358c0d10ad9c425fa1ddbcbb4013763be197ab9d7bff266,
occurrence-t03-d3,full_replan,1,occurrence-t03-d3,3,3,True,0,True,False,False,False,False,1200,1956,599,3.834758972749114,OccurrenceSemanticError:full replan is not occurrence-canonical,2b016c069558f4f47da6e347661049fb3dd6a4123563420800ee6c58027299cf,fe73ad30d2c78273c75c0975d107205689e4b71ab2d823eaf3a781589c122a9d,1937af809b211154643339a520073dfcde269a467565df3cfb3fba6c61e5c08f,
occurrence-t03-d3,cope,1,occurrence-t03-d3,3,3,True,0,True,True,True,True,True,276,1971,116,1.2461095619946718,,2b016c069558f4f47da6e347661049fb3dd6a4123563420800ee6c58027299cf,981d16df3137540804528681cb735400bfd7e75b3484eaca05cafdb1aad0506c,d0cff8f6a31fb166c4e0ed176613b706af10b4f8ca609daed0a182b7d52a3712,19db906df686b3630f218132a073480bf20aafe3f7b52c6c4eeee972c2c23ec2
occurrence-t03-d3,neutral_patch,1,occurrence-t03-d3,3,3,True,0,True,False,False,False,False,1696,1992,781,4.884630787186325,CompactTransactionError:compact write path is not allowlisted,2b016c069558f4f47da6e347661049fb3dd6a4123563420800ee6c58027299cf,5b6acadd14033384209b7c07bf9311da60de456cdef48a1f82f221e7778f5708,df75da112e64e67c2889d51f55f836d8f024787c1b93019349cf952de5de2e19,
occurrence-t03-d3,governed_delta,1,occurrence-t03-d3,3,3,True,0,True,False,False,False,False,1321,1986,656,4.337439541704953,OccurrenceSemanticError:governed scope and records disagree,2b016c069558f4f47da6e347661049fb3dd6a4123563420800ee6c58027299cf,f8966c0b679217cc7e1558e139719bf3d0baf1f67c45945ace37e1e700fbb7d8,c1063c5e9ac6fcd30a29184a233b065e3560249fe4c550917d884659110a548f,
occurrence-t03-d3,fsr_pc,1,occurrence-t03-d3,3,3,True,0,True,False,False,False,False,4807,1936,2111,10.918473818339407,OccurrenceSemanticError:post-state is not the canonical occurrence transition,2b016c069558f4f47da6e347661049fb3dd6a4123563420800ee6c58027299cf,919a38d2e1005dd4862c869f7ff734836fa6a0d2ce6abf84d68eb4fd647b0955,b3fe83f1767213bbc392dcbf29ea2345c48431da7dcd094c0d42d1732e56df17,
occurrence-t03-d4,cope,1,occurrence-t03-d4,3,4,True,0,True,True,True,True,True,276,2292,116,1.390129848383367,,04e0b811646ab9907a00332565cc0d9212670f8a4eaff613e8b99ef419cca1bf,7b0121c77e25cc0ec9b93b537dade841f1d8edd7d9d8c8b47803453f7ff107ca,52a8ac82ea85073ccf4a003b01cbb80c2af514b3fdf3ed15f2f1223534317b6f,6e3bc824f96f104978150db247d3d217d566a2db0732ae719d1fb83d277b8b3b
occurrence-t03-d4,neutral_patch,1,occurrence-t03-d4,3,4,True,0,True,False,False,False,False,1810,2313,839,4.663847622461617,CompactTransactionError:compact write path is not allowlisted,04e0b811646ab9907a00332565cc0d9212670f8a4eaff613e8b99ef419cca1bf,4dbf87dc754a8d87d1ffed655360480a9c51bfb406ad7e842b62dff2b64546be,fbb1eb954acd0c0165a708a5116e836c6c7fbb9cada7abd7524bd163fc9f9448,
occurrence-t03-d4,governed_delta,1,occurrence-t03-d4,3,4,True,0,True,False,False,False,False,1321,2307,656,4.619814864359796,OccurrenceSemanticError:governed scope and records disagree,04e0b811646ab9907a00332565cc0d9212670f8a4eaff613e8b99ef419cca1bf,489021999f161a27a38f98f2e0e98783253458f2f81b6d2ebd380d88b8d7e849,6c812d70d140830fe70b7aaf94a3c04a40d94c250fac408d07b1fcb40e2533ac,
occurrence-t03-d4,fsr_pc,1,occurrence-t03-d4,3,4,True,0,True,False,False,False,False,5848,2257,2560,12.91140622459352,OccurrenceSemanticError:post-state is not the canonical occurrence transition,04e0b811646ab9907a00332565cc0d9212670f8a4eaff613e8b99ef419cca1bf,0baae862c6fa29a34c1e07c84c13f3a1e69dcb4394d66453bca00897386a0d6c,be4ea7546cfc4dd8d41de1f3efd4b5880dab6edd0ab220acc13f84da3c575526,
occurrence-t03-d4,full_replan,1,occurrence-t03-d4,3,4,True,0,True,False,False,False,False,1163,2277,578,3.5401914212852716,OccurrenceSemanticError:full replan is not occurrence-canonical,04e0b811646ab9907a00332565cc0d9212670f8a4eaff613e8b99ef419cca1bf,4a12aa362c76c2dfaf4ca4d500423cec365aad29f5192eb7ffac46596a66fc7a,b70f2210a39cc1d79cfbfd719019ce8e36f618a400bf51527cfbf7959669db44,
occurrence-t04-d1,neutral_patch,1,occurrence-t04-d1,4,1,True,0,True,False,False,False,False,1405,1365,692,3.9492879202589393,CompactTransactionError:compact write path is not allowlisted,cdfcad923a3214b637686109db719ee1622e9b0f4b4e495c46f5d30f24ac2760,366d8a2caf395b61e1e4d8765ecd4befcece5258e5d977b255875cd5877651f6,95c9355dd4fe16d996c8b4f2857ab2f80983f59c0f0744b5df294069c7458483,
occurrence-t04-d1,governed_delta,1,occurrence-t04-d1,4,1,True,0,True,False,False,False,False,1456,1359,682,3.8785605682060122,OccurrenceSemanticError:governed scope and records disagree,cdfcad923a3214b637686109db719ee1622e9b0f4b4e495c46f5d30f24ac2760,5c6596b0618bd04cbfe55da613b26ed597f9234ac7fb2aabbf3ac3c4ddde9ffe,6160fd09820ff514591df79aedf5cb7b77f694b6e41cb8c327d34518620664d9,
occurrence-t04-d1,fsr_pc,1,occurrence-t04-d1,4,1,True,0,True,False,False,False,False,2758,1309,1224,6.781729763373733,OccurrenceSemanticError:post-state is not the canonical occurrence transition,cdfcad923a3214b637686109db719ee1622e9b0f4b4e495c46f5d30f24ac2760,8c7a35b631df30759dcc4268d9d7b44cadf4639434565125461635f026404d5b,ee7e09f49ddb2ea2e9dd0694a4b0df4cadc85fcadfdd02a06334de6c3783b9b9,
occurrence-t04-d1,full_replan,1,occurrence-t04-d1,4,1,True,0,True,False,False,False,False,675,1329,315,2.061429084278643,OccurrenceSemanticError:full replan is not occurrence-canonical,cdfcad923a3214b637686109db719ee1622e9b0f4b4e495c46f5d30f24ac2760,395f96ffdd677c7882d04719761950c0d4cf7e096f430ccdda4252994333bbc4,2fbc3ffa984ff04a990642e868b9295ac32a2ad6bd7553b634329a58064917b8,
occurrence-t04-d1,cope,1,occurrence-t04-d1,4,1,True,0,True,True,True,True,True,279,1344,118,1.4102531969547272,,cdfcad923a3214b637686109db719ee1622e9b0f4b4e495c46f5d30f24ac2760,cda0f7458a38ac211af6e618edc14187b3e1575b6871fad4b28499169810fa99,16558ffd781001d23f776b5b941da12bef24df4aa93e86df148cb46a2c1214ce,1de9ce714b1cb09c5dcdee629236b7287cb63cd16e1b970b9e76248c8c1c0977
occurrence-t04-d2,governed_delta,1,occurrence-t04-d2,4,2,True,0,True,False,False,False,False,1387,1691,679,3.695503947325051,OccurrenceSemanticError:governed scope and records disagree,1ac5ed4387961a284c6509aec1c51f167b19d47989ed6bd57d4aa6b8a0ecc5ae,dae152a1641f2458d709f399a4199fb11fb7bd924f563dd0d95f1c29666e9b35,c0aab3031af131268ce3b34c1eabc101135f21bf439b0a1e9d3ddf8f5588c48c,
occurrence-t04-d2,fsr_pc,1,occurrence-t04-d2,4,2,True,0,True,False,False,False,False,3863,1641,1730,8.366872228682041,OccurrenceSemanticError:post-state is not the canonical occurrence transition,1ac5ed4387961a284c6509aec1c51f167b19d47989ed6bd57d4aa6b8a0ecc5ae,6d5f680ce2ce5250b24693400d363adb9d36dba2dacb72a0010be386e0fa7cf6,85fbf1fa1a9a2e87a638cb54d3502d8fcf17b5d2adc010bbda92d556bec0827d,
occurrence-t04-d2,full_replan,1,occurrence-t04-d2,4,2,True,0,True,False,False,False,False,1326,1661,610,7.233957623131573,OccurrenceSemanticError:full replan is not occurrence-canonical,1ac5ed4387961a284c6509aec1c51f167b19d47989ed6bd57d4aa6b8a0ecc5ae,556d872df74084837b77f8328e032e4396ead0174c0cb0718e194f60558620b8,633088c21a5b699c457547f18b9e101347dea02932cc3b3506adda80370bd22b,
occurrence-t04-d2,cope,1,occurrence-t04-d2,4,2,True,0,True,True,True,True,True,272,1676,116,0.9822443081066012,,1ac5ed4387961a284c6509aec1c51f167b19d47989ed6bd57d4aa6b8a0ecc5ae,43348ab8d6964f6c5dc09a4b1203ec11ac713dae66fa8b117ea4215f4b1ac171,d79f6947efa4c4368b437ff5144fb09f022c56a119e715c11cc91d01049f46b5,4f33ffac2741c4733b1a1dd29a82ca68079d9f32ae6897180161b4dce82cc734
occurrence-t04-d2,neutral_patch,1,occurrence-t04-d2,4,2,True,0,True,False,False,False,False,1764,1697,805,4.004248421639204,OccurrenceSemanticError:neutral transaction is not the minimum canonical write set,1ac5ed4387961a284c6509aec1c51f167b19d47989ed6bd57d4aa6b8a0ecc5ae,26d46a3edfc65277af2f694ab12464363cb2e9660b93597dabd5a72a44a30e5b,bbda667ad196f87d70c9a574c86017ba554d7a8e67db860016aedbfc9634f9b6,
occurrence-t04-d3,fsr_pc,1,occurrence-t04-d3,4,3,True,0,True,False,False,False,False,4941,1973,2160,12.392278730869293,OccurrenceSemanticError:post-state is not the canonical occurrence transition,15483e6e1a9af7c07a1555a247fd328d0dd379db77e1519a9def1addd0ec23cf,56c444eea627b7518ccdfcb0ab1323b031c1932158695cbcf75f96cd7ebece2e,e340ae1133d1d89bb722d25c6e7a52c80f0265b04714afe5c829936986884419,
occurrence-t04-d3,full_replan,1,occurrence-t04-d3,4,3,True,0,True,False,False,False,False,1144,1993,566,3.565142192877829,OccurrenceSemanticError:full replan is not occurrence-canonical,15483e6e1a9af7c07a1555a247fd328d0dd379db77e1519a9def1addd0ec23cf,fcd2be4be5cc11a7b471b96bdd29002feec019a68751cdf712f553ac86821ce6,e2ef0b3f2a16042837553aa221445902b492ebcb341f656be9e4f8bfb47bf43a,
occurrence-t04-d3,cope,1,occurrence-t04-d3,4,3,True,0,True,True,True,True,True,284,2008,119,1.5532822590321302,,15483e6e1a9af7c07a1555a247fd328d0dd379db77e1519a9def1addd0ec23cf,1752341258ba2420090259ae845b52d9608ab81dabf3a1689a26a61bc7e7cc4c,5eb5a36956f1ec09cf4975137c7e8cc8807bfc68d095b6123cd3a06d7f78a7d7,f34f3197ef3017aec88847d06d13129c5c5cf05d9fdaf571d2866181897f2ea2
occurrence-t04-d3,neutral_patch,1,occurrence-t04-d3,4,3,True,0,True,False,False,False,False,1762,2029,804,4.187365238554776,CompactTransactionError:compact write path is not allowlisted,15483e6e1a9af7c07a1555a247fd328d0dd379db77e1519a9def1addd0ec23cf,9b7fba5a1a45c13ed01f59e2f9fb87b1c587f8a1102d91e0b88324b20fbebc12,3f21f6b846eed9b0405e27b9b47cb6e6bd3cd0d8321062c2aaf723187f495469,
occurrence-t04-d3,governed_delta,1,occurrence-t04-d3,4,3,True,0,True,False,False,False,False,1387,2023,679,4.270325457677245,OccurrenceSemanticError:governed scope and records disagree,15483e6e1a9af7c07a1555a247fd328d0dd379db77e1519a9def1addd0ec23cf,c903fd9b6611b1edcad29a74cb6f083612115e45b1301b7f07ad28ad5a3b176d,162dc5ad1a4a975bbca84a2601da75512a6f99180712400db7dba56bba3105b2,
occurrence-t04-d4,full_replan,1,occurrence-t04-d4,4,4,True,0,True,False,False,False,False,1283,2325,612,3.3569815792143345,OccurrenceSemanticError:full replan is not occurrence-canonical,07ea261ddc82ecd8d7a625ae74f82cb1c8cf5377d090d6519e2de92e2d37560f,e39e3604921dd23f45d2a77cba8d4418e5e62a42631094b1a60cb7b6d846ce97,07379c00917e07eb996c86678b6e5c668457d6980412f2e2a1dc109c1a1d71e1,
occurrence-t04-d4,cope,1,occurrence-t04-d4,4,4,True,0,True,True,True,True,True,284,2340,119,1.3283591056242585,,07ea261ddc82ecd8d7a625ae74f82cb1c8cf5377d090d6519e2de92e2d37560f,96e1aab63165b1c06715406db6a63a568f9fcd91c8029361289993dc82fedf8a,0ed4075ea098819aad8f477c6636af6c6bddf49fd6fb47e79dff0d41f1eff507,de9ddfe8b3ac2a6ee918e2efc70f53c1cffff846dfecf3da089dfca27c777f3c
occurrence-t04-d4,neutral_patch,1,occurrence-t04-d4,4,4,True,0,True,False,False,False,False,1764,2361,805,5.772267458029091,OccurrenceSemanticError:neutral transaction is not the minimum canonical write set,07ea261ddc82ecd8d7a625ae74f82cb1c8cf5377d090d6519e2de92e2d37560f,402c772df2d6931ec67183c32d88df45568ff472d9f625126264058f82f859de,81fc3969f2f3c86491cdd071f3ea32466f33e4774bdc0929cb048cbb6923dd20,
occurrence-t04-d4,governed_delta,1,occurrence-t04-d4,4,4,True,0,True,False,False,False,False,1387,2355,679,3.733193543739617,OccurrenceSemanticError:governed scope and records disagree,07ea261ddc82ecd8d7a625ae74f82cb1c8cf5377d090d6519e2de92e2d37560f,bd1581fe322c15e008f2964e5241d58ba370a7023a3bc29db705c110b0dbf1ab,d82e20c2a552686c3652e10958f6c568aeb4cae0aa24c035bc5c16d0980c7160,
occurrence-t04-d4,fsr_pc,1,occurrence-t04-d4,4,4,True,0,True,False,False,False,False,6019,2305,2622,12.448755477555096,OccurrenceSemanticError:post-state is not the canonical occurrence transition,07ea261ddc82ecd8d7a625ae74f82cb1c8cf5377d090d6519e2de92e2d37560f,acf744442abfc0c2c51f3496a7c05db3b39da3b321c9065f7f2dc86291fbf460,42f9206610d2fe79df1e73babe3f770a607b425152e7c8c789447e3882c98ad8,
occurrence-t05-d1,cope,1,occurrence-t05-d1,5,1,True,0,True,True,True,True,True,271,1343,117,1.0967962332069874,,45cf07385e2dd81a5129e233069c37bc188f4f5961ba13881a0080e66aad50ae,4a01c04787d0023ae7e78c40f0a77453c2cd0bf04cca8fe16b82cf0d74d87557,93bed8093915178f1bee6b38822a888a967ad289260d9243ce054f9996cd6bb0,7c76b42440286822e32c3948356ff852ef7d0eaba4c9c891224197780f90a278
occurrence-t05-d1,neutral_patch,1,occurrence-t05-d1,5,1,True,0,True,False,False,False,False,1421,1364,694,3.8342394176870584,CompactTransactionError:compact write path is not allowlisted,45cf07385e2dd81a5129e233069c37bc188f4f5961ba13881a0080e66aad50ae,b88a5269f6757a2122171d00bd220f9c651782e75a6a86ba160b0ece11718ab2,4efe3cafd5aee54e5c7cee7d0a40667f7e0ccb8ba7bd039a65482d6df5c5e974,
occurrence-t05-d1,governed_delta,1,occurrence-t05-d1,5,1,True,0,True,False,False,False,False,1482,1358,685,4.321354480460286,OccurrenceSemanticError:governed scope and records disagree,45cf07385e2dd81a5129e233069c37bc188f4f5961ba13881a0080e66aad50ae,768eeb2c96580492901673f4e2bbd57a495256babd7d4b85d1a5535f8c305772,815fad191c638004e53ce04cb415453570988762ef52dfd4a3bbb41f82ccf30a,
occurrence-t05-d1,fsr_pc,1,occurrence-t05-d1,5,1,True,0,True,False,False,False,False,2787,1308,1255,7.542926870286465,OccurrenceSemanticError:post-state is not the canonical occurrence transition,45cf07385e2dd81a5129e233069c37bc188f4f5961ba13881a0080e66aad50ae,473d12871f30d05039c0213fd06eda2860ed9229e9284b60e5fb977afd251e36,e787bf4087f600c299640d71ee78a925f4f8fe79f8ee06b36fac9ff4d4f47378,
occurrence-t05-d1,full_replan,1,occurrence-t05-d1,5,1,True,0,True,False,False,False,False,640,1328,306,2.0783830201253295,OccurrenceSemanticError:full replan is not occurrence-canonical,45cf07385e2dd81a5129e233069c37bc188f4f5961ba13881a0080e66aad50ae,50c17313554b400dfe51c22dd9bc1dcbb9947f228fb04a69500d5c2c64f1ecc2,1d1b5dc9fd4381d0784b48fe4ca1c4d1a35dfe5bfd3321a63812efa13cf2e051,
occurrence-t05-d2,neutral_patch,1,occurrence-t05-d2,5,2,True,0,True,False,False,False,False,1784,1688,802,4.317547810263932,OccurrenceSemanticError:neutral transaction is not the minimum canonical write set,00dae66c134c6355d3ffed71e897448ae9ab80cb24607f2092e11500d5338782,fdd76874a70222d841d5410015cb3507a8cb5a6ab3cc9d43b9d0bffb5006cd62,b241439deaa0a13c919d37fef0d80a680e6c5526373500ce8ba59b83bf5354d2,
occurrence-t05-d2,governed_delta,1,occurrence-t05-d2,5,2,True,0,True,False,False,False,False,2026,1682,959,5.336383135057986,OccurrenceSemanticError:governed scope and records disagree,00dae66c134c6355d3ffed71e897448ae9ab80cb24607f2092e11500d5338782,3997c52decf2462a8544bb1b49da69b16c8f0974cb82a5112ebcad99e67b46b3,cb149405b9defa6ce6e2721142979f52a7fd0407fd8232f4f0b9bcead5f74a7a,
occurrence-t05-d2,fsr_pc,1,occurrence-t05-d2,5,2,True,0,True,False,False,False,False,3920,1632,1695,9.147740485146642,OccurrenceSemanticError:post-state is not the canonical occurrence transition,00dae66c134c6355d3ffed71e897448ae9ab80cb24607f2092e11500d5338782,d2ea6f4091e8c96a2bf3f193b1f0ca92191929c2d63764723b82b7b7a0ea0876,0b6b597b77171362bd981ed1a5bac8d4a715d2ba2ebb47e3b2f0ba993ba7eac5,
occurrence-t05-d2,full_replan,1,occurrence-t05-d2,5,2,True,0,True,False,False,False,False,968,1652,462,2.6888883067294955,OccurrenceSemanticError:full replan is not occurrence-canonical,00dae66c134c6355d3ffed71e897448ae9ab80cb24607f2092e11500d5338782,b5b3b7c8c06d231c051178d19cf19504e8cb8e51333346c9bffed0d0b0aed0cd,977b39b7987ccfcb2993deeb0c1bc935f33199cabb16a01c43a4ba3ff94bb9b3,
occurrence-t05-d2,cope,1,occurrence-t05-d2,5,2,True,0,True,True,True,True,True,270,1667,114,1.0274181654676795,,00dae66c134c6355d3ffed71e897448ae9ab80cb24607f2092e11500d5338782,c16afd48bc65df726d8a25e8f9563f470f49ea39156e8a63b432155cd57e2519,48d77c449d61c30629fd030e382d974af2d32e52ff17aeb6c22051f3521618bc,08781d6edfe175b00d3a21a36fb92f9bf6fa926a4bb31cebdd40465e575fcb50
occurrence-t05-d3,governed_delta,1,occurrence-t05-d3,5,3,True,0,True,False,False,False,False,1404,2006,682,3.8006239123642445,OccurrenceSemanticError:governed scope and records disagree,5ec9c2b36f4e6009bc987a70ad181169852e2248ab1ea98a1864d8e358963255,6552663ad8b7942a25ea4165370f474077c797c48770d7e02b4bf25c85a30992,1863d0af6c419bc3e889a5908fbedd1a127fa8f1a304aad6d417ed704e2c03cd,
occurrence-t05-d3,fsr_pc,1,occurrence-t05-d3,5,3,True,0,True,False,False,False,False,5002,1956,2149,10.822299201972783,OccurrenceSemanticError:post-state is not the canonical occurrence transition,5ec9c2b36f4e6009bc987a70ad181169852e2248ab1ea98a1864d8e358963255,9f934b4872dbb6bbfc0e1b6c0c35ab113968d2ec7827b431dd94b9fb55b39880,30e094f75229ae75a95d9d2ed53591d490845993b4597f73a1f5f6dc7a865ea5,
occurrence-t05-d3,full_replan,1,occurrence-t05-d3,5,3,True,0,True,False,False,False,False,945,1976,416,2.526126475073397,OccurrenceSemanticError:full replan is not occurrence-canonical,5ec9c2b36f4e6009bc987a70ad181169852e2248ab1ea98a1864d8e358963255,24894993e7afb8d5a313d99e77bf9963ef41c927ef95d1ff1ce1097a7796b0bd,04753d9aa5a1c036fc7957f72821678afb56e69e355540b7b63a1d0b32a510e3,
occurrence-t05-d3,cope,1,occurrence-t05-d3,5,3,True,0,True,True,True,True,True,269,1991,115,1.056680692359805,,5ec9c2b36f4e6009bc987a70ad181169852e2248ab1ea98a1864d8e358963255,38c719a3d9472d0684923ae4af9c826f25f04f40f13ab8565c08efc2807c82c9,f686119c75dfb9db4df24486cb0bf79138c0a6811bae53d3600e99854d79418e,36401f9d2d407239245d4d284d774a8172a9447fccf87b080e98a2b9ab5d4257
occurrence-t05-d3,neutral_patch,1,occurrence-t05-d3,5,3,True,0,True,False,False,False,False,1782,2012,801,4.222587315365672,CompactTransactionError:compact write path is not allowlisted,5ec9c2b36f4e6009bc987a70ad181169852e2248ab1ea98a1864d8e358963255,d77234dfeabeb06722ad8cbf9363cddbc66468a53ccfd2a6e9c25fd10824011e,f1a675e14d213174ee85b557084b6c3b7579e0ad003dac6b9b59a0a0b8ef3460,
occurrence-t05-d4,fsr_pc,1,occurrence-t05-d4,5,4,True,0,True,False,False,False,False,6084,2280,2603,12.510134231299162,OccurrenceSemanticError:post-state is not the canonical occurrence transition,8d7eba2c99b285b9a2df612e147840623e8b9388437630d2d8519db86f71856b,1e384bc1a325ad612ac40cc5881b871a3f888c2840e1d7e1dd1e1755b5c3da95,c1f2c0d8decc245d53ccae1ce1b4a223897ef0f1f88c9fe50bcb0c7875f88d51,
occurrence-t05-d4,full_replan,1,occurrence-t05-d4,5,4,True,0,True,False,False,False,False,987,2300,438,2.8375193094834685,OccurrenceSemanticError:full replan is not occurrence-canonical,8d7eba2c99b285b9a2df612e147840623e8b9388437630d2d8519db86f71856b,7ee1f8def9ebbf42bdffdf535ef13ae310291f759d7f60a6fc4d474b2ed47d25,d9cff6a2f4e2b27102ffe22ed3cfe016972f6ef152d15f5d4dd72338292ce79d,
occurrence-t05-d4,cope,1,occurrence-t05-d4,5,4,True,0,True,True,True,True,True,269,2315,115,1.197700104676187,,8d7eba2c99b285b9a2df612e147840623e8b9388437630d2d8519db86f71856b,aeda464f65b190a634b465c8b14a2f502ca519302046252035d6ed470a4f8d34,ed6ec0ad302fcb726c37fe64bb8e9f7ff2f1899bb3f88ec918b4bb124dccb490,1e5ac9bb12ccf41547e7a763c718d752281dfd654ed8f1c4ead50a8e6a05b701
occurrence-t05-d4,neutral_patch,1,occurrence-t05-d4,5,4,True,0,True,False,False,False,False,1784,2336,802,4.740769796073437,OccurrenceSemanticError:neutral transaction is not the minimum canonical write set,8d7eba2c99b285b9a2df612e147840623e8b9388437630d2d8519db86f71856b,1c902aedc7f900eb882a63163e7a8469d4b959cb768fe576dafd44fc94c7ecbb,2cd1ec8d206dd795804f4bca383ec475648ac22eb2db38f3ad26491745a218e1,
occurrence-t05-d4,governed_delta,1,occurrence-t05-d4,5,4,True,0,True,False,False,False,False,2026,2330,959,5.433356547728181,OccurrenceSemanticError:governed scope and records disagree,8d7eba2c99b285b9a2df612e147840623e8b9388437630d2d8519db86f71856b,3f314d8b7d1df9f758f1a03e92be8657a6aebd0dee1387ccef7605f09f25d70a,2ce3e4046031a8f6a282b03e3680b38414e7ff68c979ef9dc074548e9efb9a41,
occurrence-t06-d1,full_replan,1,occurrence-t06-d1,6,1,True,0,True,False,False,False,False,567,1311,265,1.6454314775764942,OccurrenceSemanticError:full replan is not occurrence-canonical,ad24845ee7709cbc0a0d1e498761c4a385ffc84daeee3709be12ca5f10c64bd8,bb69033dcf5d3ab7e274f0ef2fa68c8ebaf7b158a02d8bad6a18818c6c5c1220,77274b55537c9bfa08e48173d8a4d13d2276ac75456a862c21da3d511c6702b4,
occurrence-t06-d1,cope,1,occurrence-t06-d1,6,1,True,0,True,True,True,True,True,270,1326,111,1.244378893636167,,ad24845ee7709cbc0a0d1e498761c4a385ffc84daeee3709be12ca5f10c64bd8,8735d2b06772bbdb3683f86bdf12addb8a912f821368e391df560ea47eb8fadf,213796ed230133c18fe81db49ddd4770dd592606644f51f7228ddeb28ae4d2f2,b53f886f481f4db2b850b9e8280e96fab50cd016f22df7fcc180afe23a4390f8
occurrence-t06-d1,neutral_patch,1,occurrence-t06-d1,6,1,True,0,True,False,False,False,False,1467,1347,701,4.155369887128472,CompactTransactionError:compact write path is not allowlisted,ad24845ee7709cbc0a0d1e498761c4a385ffc84daeee3709be12ca5f10c64bd8,c4b0b718f4de4eeb85b89a4a352f4983b72e873dc5efd0bc4dd3ff99df45fcd7,f8fe1ed07b2b375adac60224b7c95111a45242902afd0e9bfc8b046fc1dde784,
