root_cause_unit_id,task_id,task_name,category,root_cause,derived_gap_rows_before,status_after,automatic_fixability,required_evidence,blocking_gate,cascade_classes,event_families,artifact_unit_ids,global_prerequisite_ids
T02:soft_preference_templates,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,soft_preference_templates,Persistent preference templates absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Task-valid public preference templates with persistence scope and separately sealed scoring semantics,,collection_unresolved_marker;empty_required_semantic_field,,T02:soft_preference_templates,G-MEASUREMENT;G-RUNTIME
T02:structural_and_milestones,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,structural_and_milestones,No structural/milestone evidence dossier; BDDL predicates are candidates only,7,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,"Four structural decisions with evidence_refs; >=2 distinct independently verifiable milestones, >=1 preservable; task5 needs a valid second milestone or documented ineligibility",,collection_unresolved_marker;structural_checks_share_task_dossier,,T02:structural_and_milestones,G-MEASUREMENT
T02:supported_event_families,2,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,supported_event_families,No task support declaration; validator demands all ten per task,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Actual task-specific supported/unsupported family map; explicit review of all-ten validator conflict; never copy global library as support evidence,,collection_unresolved_marker;support_declaration_and_scope_check,,T02:supported_event_families,G-MEASUREMENT;G-SCOPE
T03:alternative_valid_goals,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,alternative_valid_goals,Alternative valid goals absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Feasible task-valid family/predicate/arguments/source_ref records and verifier grounding; no invented alternatives,,collection_unresolved_marker;empty_required_semantic_field,,T03:alternative_valid_goals,G-MEASUREMENT;G-SCOPE
T03:calibration_records,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,calibration_records,Zero authentic v2 calibration records; identity-cardinality errors are empty-set cascades,6,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,"10 clean learned/nonprivileged outcomes per task: states0..4 x seeds101,131; horizon260; terminal outcome including failures; shared policy/checkpoint/protocol; unique raw trace hashes",,collection_unresolved_marker;empty_collection_consistency_cascade;primary_absent_grid,,T03:calibration_records,G-POLICY;G-RUNTIME
T03:event_feasibility,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,event_feasibility,Empty event_feasibility collection,11,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,"Explicit passed true/false, evidence_refs and covered_state_ids0..4 for each applicable task/family under current code; real simulator/safety evidence",,collection_unresolved_marker;primary_absent_family_certificate,GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;TARGET_OBJECT_DISPLACED;TEMPORARY_NO_GO_APPEARS;TEMPORARY_NO_GO_CLEARS;TOOL_OR_TARGET_AVAILABLE_AGAIN;TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE;USER_ADDS_PERSISTENT_PREFERENCE;USER_CANCELS_ACTIVE_GOAL;USER_REISSUES_RETIRED_GOAL;USER_REPLACES_ACTIVE_GOAL,T03:event_feasibility:GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;T03:event_feasibility:TARGET_OBJECT_DISPLACED;T03:event_feasibility:TEMPORARY_NO_GO_APPEARS;T03:event_feasibility:TEMPORARY_NO_GO_CLEARS;T03:event_feasibility:TOOL_OR_TARGET_AVAILABLE_AGAIN;T03:event_feasibility:TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE;T03:event_feasibility:USER_ADDS_PERSISTENT_PREFERENCE;T03:event_feasibility:USER_CANCELS_ACTIVE_GOAL;T03:event_feasibility:USER_REISSUES_RETIRED_GOAL;T03:event_feasibility:USER_REPLACES_ACTIVE_GOAL,G-MEASUREMENT;G-SCOPE
T03:hard_safety_constraints,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,hard_safety_constraints,Task hard requirements absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Grounded hard requirements and verifier bindings consistent with real task geometry/interventions; no copied defaults,,collection_unresolved_marker;empty_required_semantic_field,,T03:hard_safety_constraints,G-MEASUREMENT;G-RUNTIME
T03:initial_state_digests,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,initial_state_digests,Five-state initial-state hash pack absent,6,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,"Exact states0..4 and serialization/source/version binding, yielding five SHA256 receipts; authentic source-asset availability was not audited here",,collection_unresolved_marker;distinct_hash_receipt_in_task_pack,,T03:initial_state_digests,G-ASSETS
T03:maintenance_invariants,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,maintenance_invariants,Maintenance semantics unresolved; empty list does not prove none apply,1,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Identify unaffected achievements/continuous maintenance requirements or certify empty semantics where allowed; evidence must precede clearing unresolved marker,,collection_unresolved_marker,,T03:maintenance_invariants,G-MEASUREMENT
T03:planner_compiler_metadata,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,planner_compiler_metadata,Task compiler grounding metadata absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Explicit supported predicate/operator/skill/instruction bindings; preserve accepted omissions and corruption; no canonical-truth repair,,collection_unresolved_marker;empty_required_semantic_field,,T03:planner_compiler_metadata,G-MEASUREMENT;G-RUNTIME
T03:replaceable_goal_families,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,replaceable_goal_families,Replaceable family map absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Explicit family IDs already present in initial goals; supported replacement/retirement/reissue semantics,,collection_unresolved_marker;empty_required_semantic_field,,T03:replaceable_goal_families,G-MEASUREMENT;G-SCOPE
T03:safe_event_injections,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,safe_event_injections,Empty safe-event intervention collection,7,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,"Alias-bound entity, explicit safe pose or region, hashed evidence; held-object rules and unaffected progress checked",,collection_unresolved_marker;primary_absent_intervention_certificate,GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;TARGET_OBJECT_DISPLACED;TEMPORARY_NO_GO_APPEARS;TEMPORARY_NO_GO_CLEARS;TOOL_OR_TARGET_AVAILABLE_AGAIN;TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE,T03:safe_event_injections:GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;T03:safe_event_injections:TARGET_OBJECT_DISPLACED;T03:safe_event_injections:TEMPORARY_NO_GO_APPEARS;T03:safe_event_injections:TEMPORARY_NO_GO_CLEARS;T03:safe_event_injections:TOOL_OR_TARGET_AVAILABLE_AGAIN;T03:safe_event_injections:TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE,G-MEASUREMENT;G-SCOPE
T03:semantic_triggers,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,semantic_triggers,Empty semantic_triggers collection,31,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,,collection_unresolved_marker;primary_absent_trigger;same_absent_trigger_guard_cascade;same_absent_trigger_window_cascade,GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;TARGET_OBJECT_DISPLACED;TEMPORARY_NO_GO_APPEARS;TEMPORARY_NO_GO_CLEARS;TOOL_OR_TARGET_AVAILABLE_AGAIN;TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE;USER_ADDS_PERSISTENT_PREFERENCE;USER_CANCELS_ACTIVE_GOAL;USER_REISSUES_RETIRED_GOAL;USER_REPLACES_ACTIVE_GOAL,T03:semantic_triggers:GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;T03:semantic_triggers:TARGET_OBJECT_DISPLACED;T03:semantic_triggers:TEMPORARY_NO_GO_APPEARS;T03:semantic_triggers:TEMPORARY_NO_GO_CLEARS;T03:semantic_triggers:TOOL_OR_TARGET_AVAILABLE_AGAIN;T03:semantic_triggers:TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE;T03:semantic_triggers:USER_ADDS_PERSISTENT_PREFERENCE;T03:semantic_triggers:USER_CANCELS_ACTIVE_GOAL;T03:semantic_triggers:USER_REISSUES_RETIRED_GOAL;T03:semantic_triggers:USER_REPLACES_ACTIVE_GOAL,G-MEASUREMENT;G-SCOPE
T03:soft_preference_templates,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,soft_preference_templates,Persistent preference templates absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Task-valid public preference templates with persistence scope and separately sealed scoring semantics,,collection_unresolved_marker;empty_required_semantic_field,,T03:soft_preference_templates,G-MEASUREMENT;G-RUNTIME
T03:structural_and_milestones,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,structural_and_milestones,No structural/milestone evidence dossier; BDDL predicates are candidates only,7,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,"Four structural decisions with evidence_refs; >=2 distinct independently verifiable milestones, >=1 preservable; task5 needs a valid second milestone or documented ineligibility",,collection_unresolved_marker;structural_checks_share_task_dossier,,T03:structural_and_milestones,G-MEASUREMENT
T03:supported_event_families,3,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,supported_event_families,No task support declaration; validator demands all ten per task,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Actual task-specific supported/unsupported family map; explicit review of all-ten validator conflict; never copy global library as support evidence,,collection_unresolved_marker;support_declaration_and_scope_check,,T03:supported_event_families,G-MEASUREMENT;G-SCOPE
T04:alternative_valid_goals,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,alternative_valid_goals,Alternative valid goals absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Feasible task-valid family/predicate/arguments/source_ref records and verifier grounding; no invented alternatives,,collection_unresolved_marker;empty_required_semantic_field,,T04:alternative_valid_goals,G-MEASUREMENT;G-SCOPE
T04:calibration_records,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,calibration_records,Zero authentic v2 calibration records; identity-cardinality errors are empty-set cascades,6,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,"10 clean learned/nonprivileged outcomes per task: states0..4 x seeds101,131; horizon260; terminal outcome including failures; shared policy/checkpoint/protocol; unique raw trace hashes",,collection_unresolved_marker;empty_collection_consistency_cascade;primary_absent_grid,,T04:calibration_records,G-POLICY;G-RUNTIME
T04:event_feasibility,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,event_feasibility,Empty event_feasibility collection,11,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,"Explicit passed true/false, evidence_refs and covered_state_ids0..4 for each applicable task/family under current code; real simulator/safety evidence",,collection_unresolved_marker;primary_absent_family_certificate,GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;TARGET_OBJECT_DISPLACED;TEMPORARY_NO_GO_APPEARS;TEMPORARY_NO_GO_CLEARS;TOOL_OR_TARGET_AVAILABLE_AGAIN;TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE;USER_ADDS_PERSISTENT_PREFERENCE;USER_CANCELS_ACTIVE_GOAL;USER_REISSUES_RETIRED_GOAL;USER_REPLACES_ACTIVE_GOAL,T04:event_feasibility:GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;T04:event_feasibility:TARGET_OBJECT_DISPLACED;T04:event_feasibility:TEMPORARY_NO_GO_APPEARS;T04:event_feasibility:TEMPORARY_NO_GO_CLEARS;T04:event_feasibility:TOOL_OR_TARGET_AVAILABLE_AGAIN;T04:event_feasibility:TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE;T04:event_feasibility:USER_ADDS_PERSISTENT_PREFERENCE;T04:event_feasibility:USER_CANCELS_ACTIVE_GOAL;T04:event_feasibility:USER_REISSUES_RETIRED_GOAL;T04:event_feasibility:USER_REPLACES_ACTIVE_GOAL,G-MEASUREMENT;G-SCOPE
T04:hard_safety_constraints,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,hard_safety_constraints,Task hard requirements absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Grounded hard requirements and verifier bindings consistent with real task geometry/interventions; no copied defaults,,collection_unresolved_marker;empty_required_semantic_field,,T04:hard_safety_constraints,G-MEASUREMENT;G-RUNTIME
T04:initial_state_digests,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,initial_state_digests,Five-state initial-state hash pack absent,6,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,"Exact states0..4 and serialization/source/version binding, yielding five SHA256 receipts; authentic source-asset availability was not audited here",,collection_unresolved_marker;distinct_hash_receipt_in_task_pack,,T04:initial_state_digests,G-ASSETS
T04:maintenance_invariants,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,maintenance_invariants,Maintenance semantics unresolved; empty list does not prove none apply,1,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Identify unaffected achievements/continuous maintenance requirements or certify empty semantics where allowed; evidence must precede clearing unresolved marker,,collection_unresolved_marker,,T04:maintenance_invariants,G-MEASUREMENT
T04:planner_compiler_metadata,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,planner_compiler_metadata,Task compiler grounding metadata absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Explicit supported predicate/operator/skill/instruction bindings; preserve accepted omissions and corruption; no canonical-truth repair,,collection_unresolved_marker;empty_required_semantic_field,,T04:planner_compiler_metadata,G-MEASUREMENT;G-RUNTIME
T04:replaceable_goal_families,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,replaceable_goal_families,Replaceable family map absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Explicit family IDs already present in initial goals; supported replacement/retirement/reissue semantics,,collection_unresolved_marker;empty_required_semantic_field,,T04:replaceable_goal_families,G-MEASUREMENT;G-SCOPE
T04:safe_event_injections,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,safe_event_injections,Empty safe-event intervention collection,7,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,"Alias-bound entity, explicit safe pose or region, hashed evidence; held-object rules and unaffected progress checked",,collection_unresolved_marker;primary_absent_intervention_certificate,GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;TARGET_OBJECT_DISPLACED;TEMPORARY_NO_GO_APPEARS;TEMPORARY_NO_GO_CLEARS;TOOL_OR_TARGET_AVAILABLE_AGAIN;TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE,T04:safe_event_injections:GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;T04:safe_event_injections:TARGET_OBJECT_DISPLACED;T04:safe_event_injections:TEMPORARY_NO_GO_APPEARS;T04:safe_event_injections:TEMPORARY_NO_GO_CLEARS;T04:safe_event_injections:TOOL_OR_TARGET_AVAILABLE_AGAIN;T04:safe_event_injections:TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE,G-MEASUREMENT;G-SCOPE
T04:semantic_triggers,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,semantic_triggers,Empty semantic_triggers collection,31,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Task-grounded predicate and feasibility guard; earliest/latest steps and spacing>=10; actual monitor/observation provenance,,collection_unresolved_marker;primary_absent_trigger;same_absent_trigger_guard_cascade;same_absent_trigger_window_cascade,GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;TARGET_OBJECT_DISPLACED;TEMPORARY_NO_GO_APPEARS;TEMPORARY_NO_GO_CLEARS;TOOL_OR_TARGET_AVAILABLE_AGAIN;TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE;USER_ADDS_PERSISTENT_PREFERENCE;USER_CANCELS_ACTIVE_GOAL;USER_REISSUES_RETIRED_GOAL;USER_REPLACES_ACTIVE_GOAL,T04:semantic_triggers:GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;T04:semantic_triggers:TARGET_OBJECT_DISPLACED;T04:semantic_triggers:TEMPORARY_NO_GO_APPEARS;T04:semantic_triggers:TEMPORARY_NO_GO_CLEARS;T04:semantic_triggers:TOOL_OR_TARGET_AVAILABLE_AGAIN;T04:semantic_triggers:TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE;T04:semantic_triggers:USER_ADDS_PERSISTENT_PREFERENCE;T04:semantic_triggers:USER_CANCELS_ACTIVE_GOAL;T04:semantic_triggers:USER_REISSUES_RETIRED_GOAL;T04:semantic_triggers:USER_REPLACES_ACTIVE_GOAL,G-MEASUREMENT;G-SCOPE
T04:soft_preference_templates,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,soft_preference_templates,Persistent preference templates absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Task-valid public preference templates with persistence scope and separately sealed scoring semantics,,collection_unresolved_marker;empty_required_semantic_field,,T04:soft_preference_templates,G-MEASUREMENT;G-RUNTIME
T04:structural_and_milestones,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,structural_and_milestones,No structural/milestone evidence dossier; BDDL predicates are candidates only,7,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,"Four structural decisions with evidence_refs; >=2 distinct independently verifiable milestones, >=1 preservable; task5 needs a valid second milestone or documented ineligibility",,collection_unresolved_marker;structural_checks_share_task_dossier,,T04:structural_and_milestones,G-MEASUREMENT
T04:supported_event_families,4,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,supported_event_families,No task support declaration; validator demands all ten per task,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Actual task-specific supported/unsupported family map; explicit review of all-ten validator conflict; never copy global library as support evidence,,collection_unresolved_marker;support_declaration_and_scope_check,,T04:supported_event_families,G-MEASUREMENT;G-SCOPE
T05:alternative_valid_goals,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,alternative_valid_goals,Alternative valid goals absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Feasible task-valid family/predicate/arguments/source_ref records and verifier grounding; no invented alternatives,,collection_unresolved_marker;empty_required_semantic_field,,T05:alternative_valid_goals,G-MEASUREMENT;G-SCOPE
T05:calibration_records,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,calibration_records,Zero authentic v2 calibration records; identity-cardinality errors are empty-set cascades,6,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,"10 clean learned/nonprivileged outcomes per task: states0..4 x seeds101,131; horizon260; terminal outcome including failures; shared policy/checkpoint/protocol; unique raw trace hashes",,collection_unresolved_marker;empty_collection_consistency_cascade;primary_absent_grid,,T05:calibration_records,G-POLICY;G-RUNTIME
T05:event_feasibility,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,event_feasibility,Empty event_feasibility collection,11,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,"Explicit passed true/false, evidence_refs and covered_state_ids0..4 for each applicable task/family under current code; real simulator/safety evidence",,collection_unresolved_marker;primary_absent_family_certificate,GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;TARGET_OBJECT_DISPLACED;TEMPORARY_NO_GO_APPEARS;TEMPORARY_NO_GO_CLEARS;TOOL_OR_TARGET_AVAILABLE_AGAIN;TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE;USER_ADDS_PERSISTENT_PREFERENCE;USER_CANCELS_ACTIVE_GOAL;USER_REISSUES_RETIRED_GOAL;USER_REPLACES_ACTIVE_GOAL,T05:event_feasibility:GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;T05:event_feasibility:TARGET_OBJECT_DISPLACED;T05:event_feasibility:TEMPORARY_NO_GO_APPEARS;T05:event_feasibility:TEMPORARY_NO_GO_CLEARS;T05:event_feasibility:TOOL_OR_TARGET_AVAILABLE_AGAIN;T05:event_feasibility:TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE;T05:event_feasibility:USER_ADDS_PERSISTENT_PREFERENCE;T05:event_feasibility:USER_CANCELS_ACTIVE_GOAL;T05:event_feasibility:USER_REISSUES_RETIRED_GOAL;T05:event_feasibility:USER_REPLACES_ACTIVE_GOAL,G-MEASUREMENT;G-SCOPE
T05:hard_safety_constraints,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,hard_safety_constraints,Task hard requirements absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Grounded hard requirements and verifier bindings consistent with real task geometry/interventions; no copied defaults,,collection_unresolved_marker;empty_required_semantic_field,,T05:hard_safety_constraints,G-MEASUREMENT;G-RUNTIME
T05:maintenance_invariants,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,maintenance_invariants,Maintenance semantics unresolved; empty list does not prove none apply,1,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Identify unaffected achievements/continuous maintenance requirements or certify empty semantics where allowed; evidence must precede clearing unresolved marker,,collection_unresolved_marker,,T05:maintenance_invariants,G-MEASUREMENT
T05:planner_compiler_metadata,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,planner_compiler_metadata,Task compiler grounding metadata absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Explicit supported predicate/operator/skill/instruction bindings; preserve accepted omissions and corruption; no canonical-truth repair,,collection_unresolved_marker;empty_required_semantic_field,,T05:planner_compiler_metadata,G-MEASUREMENT;G-RUNTIME
T05:replaceable_goal_families,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,replaceable_goal_families,Replaceable family map absent and unresolved,2,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,Explicit family IDs already present in initial goals; supported replacement/retirement/reissue semantics,,collection_unresolved_marker;empty_required_semantic_field,,T05:replaceable_goal_families,G-MEASUREMENT;G-SCOPE
T05:safe_event_injections,5,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,safe_event_injections,Empty safe-event intervention collection,7,CLOSED_BY_AUDITED_UPSTREAM_ARTIFACT,CLOSED_FROM_AUDITED_MEASURED_OR_SOURCE_DERIVED_EVIDENCE,"Alias-bound entity, explicit safe pose or region, hashed evidence; held-object rules and unaffected progress checked",,collection_unresolved_marker;primary_absent_intervention_certificate,GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;TARGET_OBJECT_DISPLACED;TEMPORARY_NO_GO_APPEARS;TEMPORARY_NO_GO_CLEARS;TOOL_OR_TARGET_AVAILABLE_AGAIN;TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE,T05:safe_event_injections:GOAL_RECEPTACLE_OR_GROUNDING_CHANGED;T05:safe_event_injections:TARGET_OBJECT_DISPLACED;T05:safe_event_injections:TEMPORARY_NO_GO_APPEARS;T05:safe_event_injections:TEMPORARY_NO_GO_CLEARS;T05:safe_event_injections:TOOL_OR_TARGET_AVAILABLE_AGAIN;T05:safe_event_injections:TOOL_OR_TARGET_TEMPORARILY_UNAVAILABLE,G-MEASUREMENT;G-SCOPE
